Player Name,Born,Age,Batting Style,Bowling Style,Playing Role,Height,Innings_ODI_batting,Innings_T20_batting,Innings_Test_batting,NO_ODI,NO_T20,NO_Test,Runs_ODI_batting,Runs_T20_batting,Runs_Test_batting,HS_ODI,HS_T20,HS_Test,Ave_ODI_batting,Ave_T20_batting,Ave_Test_batting,BF_ODI,BF_T20,BF_Test,SR_ODI_batting,SR_T20_batting,SR_Test_batting,100_ODI,100_T20,100_Test,50_ODI,50_T20,50_Test,0_ODI,0_T20,0_Test,Span Start_ODI_batting,Span Start_T20_batting,Span Start_Test_batting,Span End_ODI_batting,Span End_T20_batting,Span End_Test_batting,Current Status_ODI_batting,Current Status_T20_batting,Current Status_Test_batting,Innings_ODI_bowling,Innings_T20_bowling,Innings_Test_bowling,Balls_ODI,Balls_T20,Balls_Test,Runs_ODI_bowling,Runs_T20_bowling,Runs_Test_bowling,Wickets_ODI,Wickets_T20,Wickets_Test,BBI_ODI,BBI_T20,BBI_Test,Ave_ODI_bowling,Ave_T20_bowling,Ave_Test_bowling,Econ_ODI,Econ_T20,Econ_Test,SR_ODI_bowling,SR_T20_bowling,SR_Test_bowling,4_ODI,4_T20,4_Test,5_ODI,5_T20,5_Test,10_ODI,10_T20,10_Test,Span Start_ODI_bowling,Span Start_T20_bowling,Span Start_Test_bowling,Span End_ODI_bowling,Span End_T20_bowling,Span End_Test_bowling,Current Status_ODI_bowling,Current Status_T20_bowling,Current Status_Test_bowling,ODI_Matches,T20_Matches,Test_Matches
RS Bopara (ENG),"May 04, 1985, Forest Gate, London",39y 86d,Right hand Bat,Right arm Medium,Batting Allrounder,,109.0,35.0,19.0,21.0,10.0,1.0,2695.0,711.0,575.0,101*,65*,143,30.62,28.44,31.94,3462.0,599.0,0.0,77.84,118.69,,1.0,0.0,3.0,14.0,3.0,0.0,4.0,0.0,5.0,2007,2008,2007,2015,2014,2012,Retired,Retired,Retired,74.0,21.0,10.0,1860.0,0.0,434.0,1523.0,387.0,290.0,40.0,16.0,1.0,4/38,4/10,1/39,38.07,24.18,290.0,4.91,7.21,4.0,46.5,20.1,434.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,2008,2007,2015,2014,2012,Retired,Retired,Retired,120,38,13
RS Morton (WI),"July 22, 1978, Nevis",,Right hand Bat,"Right arm Medium, Right arm Offbreak",Batter,,51.0,7.0,27.0,6.0,1.0,1.0,1519.0,96.0,573.0,110*,40,70*,33.75,16.0,22.03,2289.0,103.0,0.0,66.36,93.2,,2.0,0.0,0.0,10.0,0.0,4.0,7.0,1.0,1.0,2002,2006,2005,2010,2010,2008,Retired,Retired,Retired,1.0,0.0,5.0,6.0,0.0,66.0,2.0,0.0,50.0,0.0,0.0,0.0,-,-,-,,,,2.0,,4.54,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002,2006,2005,2010,2010,2008,Retired,Retired,Retired,56,7,15
RTM Mendis (SL),"July 07, 1995, Ambalangoda",29y 22d,Right hand Bat,Right arm Offbreak,Allrounder,,4.0,2.0,20.0,2.0,0.0,1.0,50.0,14.0,365.0,26,12,45*,25.0,7.0,19.21,50.0,15.0,0.0,100.0,93.33,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2021,2021,2021,2022,2024,2023,Retired,Currently Playing,Retired,3.0,2.0,26.0,72.0,0.0,3726.0,74.0,22.0,1931.0,4.0,1.0,63.0,2/26,1/13,6/70,18.5,22.0,30.65,6.16,5.5,3.1,18.0,24.0,59.1,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,2021,2021,2021,2022,2024,2023,Retired,Currently Playing,Retired,4,3,14
RW Chakabva (ZIM),"September 20, 1987, Harare",36y 313d,Right hand Bat,Right arm Offbreak,Wicketkeeper Batter,,57.0,49.0,43.0,3.0,2.0,4.0,1188.0,682.0,1061.0,102,48,101,22.0,14.51,27.2,1751.0,557.0,0.0,67.84,122.44,,1.0,0.0,1.0,4.0,0.0,5.0,3.0,11.0,3.0,2008,2008,2011,2022,2022,2021,Retired,Retired,Retired,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,2008,2011,2022,2022,2021,Retired,Retired,Retired,61,49,22
RW Price (ZIM),"June 12, 1976, Salisbury (now Harare)",48y 47d,Right hand Bat,Slow Left arm Orthodox,Bowler,,59.0,9.0,38.0,17.0,4.0,8.0,406.0,15.0,261.0,46,7*,36,9.66,3.0,8.7,701.0,28.0,0.0,57.91,53.57,,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,6.0,2002,2008,1999,2012,2012,2013,Retired,Retired,Retired,99.0,16.0,35.0,5374.0,0.0,6135.0,3575.0,378.0,2885.0,100.0,13.0,80.0,4/22,2/6,6/73,35.75,29.07,36.06,3.99,6.14,2.82,53.7,28.3,76.6,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,2002,2008,1999,2012,2012,2013,Retired,Retired,Retired,102,16,22
RWT Key (ENG),"May 12, 1979, East Dulwich, London",45y 78d,Right hand Bat,Right arm Offbreak,Top order Batter,,5.0,1.0,26.0,0.0,1.0,1.0,54.0,10.0,775.0,19,10*,221,10.8,,31.0,135.0,8.0,0.0,40.0,125.0,,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,2.0,2003,2009,2002,2004,2009,2005,Retired,Retired,Retired,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003,2009,2002,2004,2009,2005,Retired,Retired,Retired,5,1,15
Rahmanullah Gurbaz (AFG),28-Nov-01,22y 244d,Right hand Bat,,Wicketkeeper Batter,,40.0,63.0,2.0,1.0,0.0,0.0,1467.0,1657.0,51.0,151,100,46,37.61,26.3,25.5,1657.0,1223.0,0.0,88.53,135.48,,6.0,1.0,0.0,5.0,10.0,0.0,1.0,7.0,0.0,2021,2019,2024,2024,2024,2024,Currently Playing,Currently Playing,Currently Playing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,2019,2024,2024,2024,2024,Currently Playing,Currently Playing,Currently Playing,40,63,1
Rahmat Shah (AFG),"July 06, 1993, Paktia",31y 23d,Right hand Bat,Legbreak Googly,Allrounder,,107.0,1.0,18.0,4.0,0.0,0.0,3730.0,3.0,578.0,114,3,102,36.21,3.0,32.11,5220.0,6.0,0.0,71.45,50.0,,5.0,0.0,1.0,28.0,0.0,5.0,5.0,0.0,4.0,2013,2024,2018,2024,2024,2024,Currently Playing,Currently Playing,Currently Playing,29.0,0.0,4.0,543.0,0.0,84.0,532.0,0.0,53.0,15.0,0.0,1.0,5/32,-,1/30,35.46,,53.0,5.87,,3.78,36.2,,84.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,2024,2018,2024,2024,2024,Currently Playing,Currently Playing,Currently Playing,111,1,9
Raqibul Hasan (BAN),"January 01, 1953, Dacca (now Dhaka, Bangladesh), Pakistan",71y 210d,Right hand Bat,,,,56.0,5.0,18.0,7.0,0.0,1.0,1325.0,51.0,336.0,89,18,65,18.16,10.2,19.76,2198.0,62.0,0.0,43.735,82.25,,0.0,0.0,0.0,8.0,0.0,1.0,6.0,0.0,2.0,2008,2008,2008,2011,2010,2011,Retired,Retired,Retired,1.0,0.0,4.0,1.0,0.0,42.0,4.0,0.0,17.0,0.0,0.0,1.0,-,-,1/0,,,17.0,24.0,,2.42,,,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1986,2008,2008,1986,2010,2011,Retired,Retired,Retired,2,5,9
Rehan Ahmed (ENG),"August 13, 2004, Nottingham",19y 351d,Right hand Bat,Legbreak Googly,Bowling Allrounder,,4.0,5.0,8.0,0.0,1.0,0.0,35.0,33.0,87.0,15,11,28,8.75,8.25,10.87,46.0,25.0,0.0,76.08,132.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2023,2023,2022,2023,2023,2024,Retired,Retired,Currently Playing,5.0,7.0,8.0,282.0,0.0,932.0,233.0,228.0,621.0,10.0,9.0,18.0,4/54,3/39,5/48,23.3,25.33,34.5,4.95,9.5,3.99,28.2,16.0,51.7,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2023,2023,2022,2023,2023,2024,Retired,Retired,Currently Playing,6,7,4
Robiul Islam (BAN),"October 20, 1986, Satkhira",37y 283d,Right hand Bat,Right arm Fast medium,Bowler,,1.0,0.0,17.0,1.0,0.0,6.0,0.0,0.0,99.0,0*,-,33,,,9.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2013,2013,2010,2013,2013,2014,Retired,Retired,Retired,3.0,1.0,17.0,133.0,0.0,1860.0,117.0,13.0,992.0,2.0,0.0,25.0,1/21,-,6/71,58.5,,39.68,5.27,13.0,3.2,66.5,,74.4,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2013,2013,2010,2013,2013,2014,Retired,Retired,Retired,3,1,9
Rubel Hossain (BAN),"January 01, 1990, Bagerhat, Khulna",34y 210d,Right hand Bat,Right arm Fast,Bowler,,53.0,15.0,47.0,24.0,10.0,19.0,144.0,20.0,265.0,17,8*,45*,4.96,4.0,9.46,277.0,36.0,0.0,51.98,55.55,,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,7.0,2009,2009,2009,2021,2021,2020,Retired,Retired,Retired,102.0,27.0,44.0,4678.0,0.0,4223.0,4427.0,912.0,2764.0,129.0,28.0,36.0,6/26,3/31,5/166,34.31,32.57,76.77,5.67,9.45,3.92,36.2,20.6,117.3,7.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2009,2009,2009,2021,2021,2020,Retired,Retired,Retired,104,28,27
S Badrinath (IND),"August 30, 1980, Madras (now Chennai), Tamil Nadu",43y 334d,Right hand Bat,Right arm Offbreak,Middle order Batter,,6.0,1.0,3.0,1.0,0.0,0.0,79.0,43.0,63.0,27*,43,56,15.8,43.0,21.0,172.0,37.0,0.0,45.93,116.21,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2008,2011,2010,2011,2011,2010,Retired,Retired,Retired,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,2011,2010,2011,2011,2010,Retired,Retired,Retired,7,1,2
S Chanderpaul (WI),"August 16, 1974, Unity Village, East Coast, Demerara, Guyana",49y 348d,Left hand Bat,Legbreak,Batter,,251.0,22.0,280.0,40.0,5.0,49.0,8778.0,343.0,11867.0,150,41,203*,41.6,20.17,51.37,12408.0,347.0,0.0,70.74,98.84,,11.0,0.0,30.0,59.0,0.0,66.0,6.0,0.0,15.0,1994,2006,1994,2011,2010,2015,Retired,Retired,Retired,28.0,0.0,43.0,740.0,0.0,1740.0,636.0,0.0,883.0,14.0,0.0,9.0,3/18,-,1/2,45.42,,98.11,5.15,,3.04,52.8,,193.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1994,2006,1994,2011,2010,2015,Retired,Retired,Retired,268,22,164
S Dhawan (IND),"December 05, 1985, Delhi",38y 237d,Left hand Bat,Right arm Offbreak,Opening Batter,,164.0,66.0,58.0,10.0,3.0,1.0,6793.0,1759.0,2315.0,143,92,190,44.11,27.92,40.61,7436.0,1392.0,0.0,91.35,126.36,,17.0,0.0,7.0,39.0,11.0,5.0,5.0,2.0,4.0,2010,2011,2013,2022,2021,2018,Retired,Retired,Retired,0.0,0.0,5.0,0.0,0.0,54.0,0.0,0.0,18.0,0.0,0.0,0.0,-,-,-,,,,,,2.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,2011,2013,2022,2021,2018,Retired,Retired,Retired,167,68,34
S Mahmood (ENG),"February 25, 1997, Birmingham, Warwickshire",27y 155d,Right hand Bat,Right arm Fast medium,Bowler,,2.0,7.0,2.0,0.0,4.0,1.0,20.0,22.0,52.0,12,7*,49,10.0,7.33,52.0,31.0,28.0,0.0,64.51,78.57,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2020,2019,2022,2023,2022,2022,Retired,Retired,Retired,8.0,11.0,4.0,419.0,0.0,366.0,320.0,398.0,137.0,14.0,7.0,6.0,4/42,3/33,2/21,22.85,56.85,22.83,4.58,10.47,2.24,29.9,32.5,61.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,2019,2022,2023,2022,2022,Retired,Retired,Retired,8,12,2
S Matsikenyeri (ZIM),"May 03, 1983, Harare",41y 87d,Right hand Bat,Right arm Offbreak,Middle order Batter,,110.0,10.0,16.0,9.0,0.0,1.0,2224.0,76.0,351.0,90,32,57,22.01,7.6,23.4,3072.0,82.0,0.0,72.39,92.68,,0.0,0.0,0.0,13.0,0.0,2.0,8.0,2.0,0.0,2002,2006,2003,2015,2012,2005,Retired,Retired,Retired,38.0,3.0,8.0,920.0,0.0,483.0,778.0,23.0,345.0,16.0,0.0,2.0,2/25,-,1/58,48.62,,172.5,5.07,8.62,4.28,57.5,,241.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002,2006,2003,2015,2012,2005,Retired,Retired,Retired,113,10,8
S Prasanna (SL),"June 27, 1985, Balapitiya",39y 32d,Right hand Bat,Legbreak,Allrounder,,37.0,20.0,1.0,3.0,6.0,0.0,421.0,214.0,5.0,95,37*,5,12.38,15.28,5.0,445.0,161.0,0.0,94.6,132.91,,0.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,2011,2013,2011,2019,2017,2011,Retired,Retired,Retired,39.0,18.0,1.0,1945.0,0.0,138.0,1767.0,359.0,80.0,32.0,10.0,0.0,3/32,2/45,-,55.21,35.9,,5.45,7.18,3.47,60.7,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,2013,2011,2019,2017,2011,Retired,Retired,Retired,40,20,1
S Randiv (SL),"January 30, 1985, Matara",39y 181d,Right hand Bat,Right arm Offbreak,Bowler,,18.0,2.0,17.0,2.0,0.0,1.0,280.0,8.0,147.0,56,6,39,17.5,4.0,9.18,382.0,6.0,0.0,73.29,133.33,,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,2009,2010,2010,2016,2011,2012,Retired,Retired,Retired,29.0,7.0,21.0,1437.0,0.0,3146.0,1214.0,139.0,1613.0,36.0,7.0,43.0,5/42,3/20,5/82,33.72,19.85,37.51,5.06,6.61,3.07,39.9,18.0,73.1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2009,2010,2010,2016,2011,2012,Retired,Retired,Retired,31,7,12
S Samarawickrama (SL),"August 30, 1995, Colombo",28y 334d,Right hand Bat,,Wicketkeeper Batter,,38.0,18.0,14.0,5.0,2.0,1.0,1170.0,310.0,308.0,108,61*,104*,35.45,19.37,23.69,1223.0,282.0,0.0,95.66,109.92,,1.0,0.0,1.0,8.0,2.0,0.0,4.0,2.0,3.0,2017,2017,2017,2024,2024,2024,Currently Playing,Currently Playing,Currently Playing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,2017,2017,2024,2024,2024,Currently Playing,Currently Playing,Currently Playing,41,19,9
S Sreesanth (IND),"February 06, 1983, Kothamangalam, Kerala",41y 174d,Right hand Bat,Right arm Fast medium,Bowler,,21.0,3.0,40.0,10.0,2.0,13.0,44.0,20.0,281.0,10*,19*,35,4.0,20.0,10.4,121.0,14.0,0.0,36.36,142.85,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,10.0,2005,2006,2006,2011,2008,2011,Retired,Retired,Retired,52.0,9.0,50.0,2476.0,0.0,5419.0,2508.0,288.0,3271.0,75.0,7.0,87.0,6/55,2/12,5/40,33.44,41.14,37.59,6.07,8.47,3.62,33.0,29.1,62.2,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,2005,2006,2006,2011,2008,2011,Retired,Retired,Retired,53,10,27
SA Yadav (IND),"September 14, 1990, Mumbai, Maharashtra",33y 319d,Right hand Bat,"Right arm Medium, Right arm Offbreak",Batter,,35.0,67.0,1.0,5.0,11.0,0.0,773.0,2424.0,8.0,72*,117,8,25.76,43.28,8.0,736.0,1433.0,0.0,105.02,169.15,,0.0,4.0,0.0,4.0,20.0,0.0,3.0,3.0,0.0,2021,2021,2023,2023,2024,2023,Retired,Currently Playing,Retired,1.0,0.0,0.0,12.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,-,-,-,,,,8.5,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,2021,2023,2023,2024,2023,Retired,Currently Playing,Retired,37,70,1
SB Styris (NZ),"July 10, 1975, Brisbane, Queensland, Australia",49y 19d,Right hand Bat,Right arm Medium,Allrounder,,161.0,29.0,48.0,23.0,2.0,4.0,4483.0,578.0,1586.0,141,66,170,32.48,21.4,36.04,5645.0,483.0,0.0,79.41,119.66,,4.0,0.0,5.0,28.0,1.0,6.0,9.0,0.0,5.0,1999,2005,2002,2011,2010,2007,Retired,Retired,Retired,161.0,21.0,36.0,6114.0,0.0,1960.0,4839.0,349.0,1015.0,137.0,18.0,20.0,6/25,3/5,3/28,35.32,19.38,50.75,4.74,6.77,3.1,44.6,17.1,98.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1999,2005,2002,2011,2010,2007,Retired,Retired,Retired,188,31,29
SC Kuggeleijn (NZ),"January 03, 1992, Hamilton",32y 208d,Right hand Bat,Right arm Fast medium,Bowling Allrounder,,1.0,8.0,6.0,1.0,4.0,0.0,11.0,79.0,92.0,11*,35*,44,,19.75,15.33,6.0,37.0,0.0,183.33,213.51,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2017,2019,2023,2017,2021,2024,Retired,Retired,Currently Playing,2.0,17.0,6.0,84.0,0.0,354.0,58.0,471.0,294.0,5.0,16.0,6.0,3/41,3/27,2/75,11.6,29.43,49.0,4.14,8.74,4.98,16.8,20.1,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,2019,2023,2017,2021,2024,Retired,Retired,Currently Playing,2,18,3
SC Williams (ZIM),"September 26, 1986, Bulawayo",37y 307d,Left hand Bat,Slow Left arm Orthodox,Middle order Batter,,151.0,80.0,29.0,20.0,8.0,2.0,4986.0,1691.0,1109.0,174,66,151*,38.06,23.48,41.07,5751.0,1338.0,0.0,86.69,126.38,,8.0,0.0,4.0,35.0,11.0,3.0,8.0,6.0,0.0,2005,2006,2013,2023,2024,2024,Retired,Currently Playing,Currently Playing,128.0,73.0,24.0,4792.0,0.0,2086.0,3946.0,1374.0,1104.0,83.0,48.0,23.0,4/43,3/15,3/20,47.54,28.62,48.0,4.94,6.93,3.17,57.7,24.7,90.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005,2006,2013,2023,2024,2024,Retired,Currently Playing,Currently Playing,156,81,15
SCJ Broad (ENG),"June 24, 1986, Nottingham",38y 35d,Left hand Bat,Right arm Fast medium,Bowler,,68.0,26.0,244.0,25.0,10.0,41.0,529.0,118.0,3662.0,45*,18*,169,12.3,7.37,18.03,709.0,118.0,0.0,74.61,100.0,,0.0,0.0,1.0,0.0,0.0,13.0,8.0,2.0,39.0,2006,2006,2007,2016,2014,2023,Retired,Retired,Retired,121.0,55.0,309.0,6109.0,0.0,33698.0,5364.0,1491.0,16719.0,178.0,65.0,604.0,5/23,4/24,8/15,30.13,22.93,27.68,5.26,7.62,2.97,34.3,18.0,55.7,9.0,1.0,0.0,1.0,0.0,20.0,0.0,0.0,3.0,2006,2006,2007,2016,2014,2023,Retired,Retired,Retired,121,56,167
SD Hope (WI),"November 10, 1993, Barbados",30y 262d,Right hand Bat,,Wicketkeeper Batter,,119.0,29.0,72.0,16.0,3.0,3.0,5177.0,616.0,1726.0,170,82*,147,50.26,23.69,25.01,6673.0,463.0,0.0,77.58,133.04,,16.0,0.0,2.0,25.0,3.0,5.0,5.0,3.0,2.0,2016,2017,2015,2024,2024,2021,Currently Playing,Currently Playing,Retired,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,2017,2015,2024,2024,2021,Currently Playing,Currently Playing,Retired,124,31,38
SE Bond (NZ),"June 07, 1975, Christchurch, Canterbury",49y 52d,Right hand Bat,Right arm Fast,Bowler,,40.0,8.0,20.0,22.0,3.0,7.0,292.0,21.0,168.0,31*,8*,41*,16.22,4.2,12.92,384.0,21.0,0.0,76.04,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2002,2005,2001,2010,2010,2009,Retired,Retired,Retired,80.0,20.0,32.0,4295.0,0.0,3372.0,3070.0,543.0,1922.0,147.0,25.0,87.0,6/19,3/18,6/51,20.88,21.72,22.09,4.28,7.0,3.41,29.2,18.6,38.7,7.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,1.0,2002,2005,2001,2010,2010,2009,Retired,Retired,Retired,82,20,18
SE Marsh (AUS),"July 09, 1983, Narrogin, Western Australia",41y 20d,Left hand Bat,Slow Left arm Orthodox,Top order Batter,,72.0,15.0,68.0,4.0,1.0,2.0,2773.0,255.0,2265.0,151,47*,182,40.77,18.21,34.31,3406.0,248.0,0.0,81.41,102.82,,7.0,0.0,6.0,15.0,0.0,10.0,3.0,2.0,10.0,2008,2008,2011,2019,2016,2019,Retired,Retired,Retired,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,2008,2011,2019,2016,2019,Retired,Retired,Retired,73,15,38
SF Mire (ZIM),"August 21, 1989, Harare",34y 343d,Right hand Bat,Right arm Medium fast,Batter,,47.0,8.0,4.0,0.0,0.0,0.0,955.0,253.0,78.0,112,94,47,20.31,31.62,19.5,1190.0,196.0,0.0,80.25,129.08,,1.0,0.0,0.0,3.0,2.0,0.0,4.0,0.0,1.0,2014,2018,2017,2019,2019,2017,Retired,Retired,Retired,19.0,5.0,3.0,507.0,0.0,84.0,515.0,115.0,32.0,12.0,1.0,1.0,4/43,1/15,1/22,42.91,115.0,32.0,6.09,9.58,2.28,42.2,72.0,84.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,2018,2017,2019,2019,2017,Retired,Retired,Retired,47,9,2
SG Borthwick (ENG),"April 19, 1990, Sunderland, Co Durham",34y 101d,Left hand Bat,Legbreak,Batting Allrounder,,2.0,1.0,2.0,0.0,0.0,0.0,18.0,14.0,5.0,15,14,4,9.0,14.0,2.5,16.0,16.0,0.0,112.5,87.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,2011,2014,2011,2011,2014,Retired,Retired,Retired,2.0,1.0,2.0,54.0,0.0,78.0,72.0,15.0,82.0,0.0,1.0,4.0,-,1/15,3/33,,15.0,20.5,8.0,3.75,6.3,,24.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,2011,2014,2011,2011,2014,Retired,Retired,Retired,2,1,1
SI Mahmood (ENG),"December 21, 1981, Bolton, Lancashire",42y 221d,Right hand Bat,Right arm Fast medium,Bowler,,15.0,2.0,11.0,4.0,2.0,1.0,85.0,1.0,81.0,22*,1*,34,7.72,,8.1,101.0,2.0,0.0,84.15,50.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,2004,2006,2006,2009,2009,2007,Retired,Retired,Retired,25.0,4.0,14.0,1197.0,0.0,1130.0,1169.0,155.0,762.0,30.0,3.0,20.0,4/50,1/31,4/22,38.96,51.66,38.1,5.85,11.07,4.04,39.9,28.0,56.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004,2006,2006,2009,2009,2007,Retired,Retired,Retired,26,4,8
SI de Saram (SL),"September 02, 1973, Matara",50y 331d,Right hand Bat,Right arm Offbreak,,,13.0,0.0,5.0,2.0,0.0,0.0,183.0,0.0,117.0,38,-,39,16.63,,23.4,270.0,0.0,0.0,67.77,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1999,2009,1999,2001,2009,2000,Retired,Retired,Retired,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1999,2009,1999,2001,2009,2000,Retired,Retired,Retired,15,1,4
SJ Benn (WI),"July 22, 1981, Haynesville, St James, Barbados",43y 7d,Left hand Bat,Slow Left arm Orthodox,Bowler,,30.0,7.0,39.0,7.0,4.0,5.0,182.0,37.0,486.0,31,13*,42,7.91,12.33,14.29,240.0,42.0,0.0,75.83,88.09,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,7.0,2008,2008,2008,2016,2016,2015,Retired,Retired,Retired,46.0,24.0,42.0,2387.0,0.0,7321.0,1913.0,606.0,3402.0,39.0,18.0,87.0,4/18,4/6,6/81,49.05,33.66,39.1,4.8,7.21,2.78,61.2,28.0,84.1,3.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2008,2008,2008,2016,2016,2015,Retired,Retired,Retired,47,24,26
SK Raina (IND),"November 27, 1986, Muradnagar, Ghaziabad, Uttar Pradesh",37y 245d,Left hand Bat,Right arm Offbreak,Middle order Batter,,194.0,66.0,31.0,35.0,11.0,2.0,5615.0,1605.0,768.0,116*,101,120,35.31,29.18,26.48,6005.0,1190.0,0.0,93.5,134.87,,5.0,1.0,1.0,36.0,5.0,7.0,14.0,3.0,8.0,2005,2006,2010,2018,2018,2015,Retired,Retired,Retired,101.0,27.0,22.0,2126.0,0.0,1041.0,1811.0,442.0,603.0,36.0,13.0,13.0,3/34,2/6,2/1,50.3,34.0,46.38,5.11,7.59,3.47,59.0,26.8,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005,2006,2010,2018,2018,2015,Retired,Retired,Retired,226,78,18
SL Malinga (SL),"August 28, 1983, Galle",40y 336d,Right hand Bat,Right arm Fast,Bowler,,119.0,33.0,37.0,36.0,12.0,13.0,567.0,136.0,275.0,56,27,64,6.83,6.47,11.45,761.0,161.0,0.0,74.5,84.47,,0.0,0.0,0.0,1.0,0.0,1.0,26.0,8.0,9.0,2004,2006,2004,2019,2020,2010,Retired,Retired,Retired,220.0,83.0,59.0,10936.0,0.0,5209.0,9760.0,2225.0,3349.0,338.0,107.0,101.0,6/38,5/6,5/50,28.87,20.79,33.15,5.35,7.42,3.85,32.3,16.8,51.5,11.0,1.0,0.0,8.0,2.0,3.0,0.0,0.0,0.0,2004,2006,2004,2019,2020,2010,Retired,Retired,Retired,226,84,30
