,Player Name,Player URL,Span,Matches,Innings,Overs,Maidens,Runs,Wickets,BBI,Ave,Econ,SR,4,5,Born,Age,Batting Style,Bowling Style,Playing Role
3110,K Ghalley (BHU),https://www.espncricinfo.com/ci/content/player/1093646.html,2023-2023,4,-,-,-,-,-,-,-,-,-,-,-,11-Aug-98,25y 353d,Right hand Bat,,
3111,Ghulam Shabber (UAE),https://www.espncricinfo.com/ci/content/player/950303.html,2016-2019,17,-,-,-,-,-,-,-,-,-,-,-,"December 12, 1985, Jhang",38y 230d,Left hand Bat,,Wicketkeeper Batter
3112,HH Gibbs (SA),https://www.espncricinfo.com/ci/content/player/45224.html,2005-2010,23,-,-,-,-,-,-,-,-,-,-,-,"February 23, 1974, Green Point, Cape Town, Cape Province",50y 157d,Right hand Bat,Right arm Bowler,Opening Batter
3113,AC Gilchrist (AUS),https://www.espncricinfo.com/ci/content/player/5390.html,2005-2008,13,-,-,-,-,-,-,-,-,-,-,-,"November 14, 1971, Bellingen, New South Wales",52y 258d,Left hand Bat,Right arm Offbreak,Wicketkeeper Batter
3114,MK Gnanasekaram (SUI),https://www.espncricinfo.com/ci/content/player/1380123.html,2023-2023,7,-,-,-,-,-,-,-,-,-,-,-,3-Dec-85,38y 239d,Right hand Bat,Right arm Medium,
3115,O Goker (TKY),https://www.espncricinfo.com/ci/content/player/1198927.html,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,1-Mar-60,64y 150d,Right hand Bat,,
3116,SP Gomes (PORT),https://www.espncricinfo.com/ci/content/player/449295.html,2022-2023,7,-,-,-,-,-,-,-,-,-,-,-,"August 06, 1988, Cape Town, Cape Province",35y 358d,Left hand Bat,Slow Left arm Orthodox,
3117,LF Goncalves (BRA),https://www.espncricinfo.com/ci/content/player/893377.html,2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,"February 03, 1988, Poços de Caldas, Brazil",36y 177d,Right hand Bat,,
3118,DM Gondaria (KENYA),https://www.espncricinfo.com/ci/content/player/529349.html,2013-2019,11,-,-,-,-,-,-,-,-,-,-,-,"December 05, 1994, Nirjapar, India",29y 237d,Right hand Bat,Right arm Medium fast,Batter
3119,M Goonetilleke (MLT),https://www.espncricinfo.com/ci/content/player/1204008.html,2019-2021,3,-,-,-,-,-,-,-,-,-,-,-,4-Apr-85,39y 116d,Right hand Bat,Right arm Offbreak,
3120,A Gorawara (HKG),https://www.espncricinfo.com/ci/content/player/1068980.html,2023-2024,4,-,-,-,-,-,-,-,-,-,-,-,21-Dec-01,22y 221d,Right hand Bat,,Batter
3121,TG Gordon (CAN),https://www.espncricinfo.com/ci/content/player/208755.html,2012-2012,3,-,-,-,-,-,-,-,-,-,-,-,"January 31, 1982, St Mary, Jamaica",42y 180d,Left hand Bat,Right arm Fast medium,Middle order Batter
3122,S Goud (CZK-R),https://www.espncricinfo.com/ci/content/player/1204042.html,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,20-Oct-84,39y 283d,Right hand Bat,Right arm Medium,
3123,PB Gouge (JER),https://www.espncricinfo.com/ci/content/player/1195665.html,2023-2024,4,-,-,-,-,-,-,-,-,-,-,-,"February 03, 2003, Cambridge",21y 177d,Right hand Bat,Legbreak Googly,
3124,AGS Gous (USA),https://www.espncricinfo.com/ci/content/player/485379.html,2024-2024,12,-,-,-,-,-,-,-,-,-,-,-,"November 24, 1993, Welkom",30y 248d,Right hand Bat,,Wicketkeeper Batter
3125,A Govorko (CRT),https://www.espncricinfo.com/ci/content/player/366594.html,2024-2024,4,-,-,-,-,-,-,-,-,-,-,-,"July 01, 1971, New Plymouth",53y 28d,Right hand Bat,,Wicketkeeper
3126,R Gowthaman (SWE),https://www.espncricinfo.com/ci/content/player/1273281.html,2021-2021,5,-,-,-,-,-,-,-,-,-,-,-,19-Jun-95,29y 40d,Right hand Bat,Right arm Offbreak,Middle order Batter
3127,J Grassi (ITA),https://www.espncricinfo.com/ci/content/player/1005267.html,2021-2021,6,-,-,-,-,-,-,-,-,-,-,-,"October 09, 1998, Dublin",25y 294d,Right hand Bat,,
3128,ZE Green (NAM),https://www.espncricinfo.com/ci/content/player/596664.html,2019-2024,59,-,-,-,-,-,-,-,-,-,-,-,"October 11, 1996, Namibia",27y 292d,Left hand Bat,,Wicketkeeper Batter
3129,S Grover (CZK-R),https://www.espncricinfo.com/ci/content/player/1263715.html,2021-2023,5,-,-,-,-,-,-,-,-,-,-,-,22-Nov-88,35y 250d,Right hand Bat,,
3130,J Gumbie (ZIM),https://www.espncricinfo.com/ci/content/player/596376.html,2024-2024,3,-,-,-,-,-,-,-,-,-,-,-,"December 25, 1995, Harare",28y 217d,Right hand Bat,,Wicketkeeper Batter
3131,KDACK Gunarathne (CAM),https://www.espncricinfo.com/ci/content/player/1429000.html,2024-2024,3,-,-,-,-,-,-,-,-,-,-,-,22-Oct-81,42y 281d,Right hand Bat,Right arm Offbreak,
3132,R Gunasekera (CAN),https://www.espncricinfo.com/ci/content/player/307075.html,2012-2013,8,-,-,-,-,-,-,-,-,-,-,-,"July 20, 1991, Colombo",33y 9d,Left hand Bat,Legbreak Googly,Top order Batter
3133,K Gupta (Chile),https://www.espncricinfo.com/ci/content/player/1203231.html,2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,21-Nov-81,42y 251d,Left hand Bat,Left arm Medium,
3134,S Guruvayoorappan (Mex),https://www.espncricinfo.com/ci/content/player/1403965.html,2023-2024,6,-,-,-,-,-,-,-,-,-,-,-,20-Jul-82,42y 9d,Left hand Bat,Right arm Medium fast,
3135,GE Gutierrez Chavez (Mex),https://www.espncricinfo.com/ci/content/player/1428737.html,2024-2024,3,-,-,-,-,-,-,-,-,-,-,-,24-Dec-01,22y 218d,Right hand Bat,Right arm Medium,
3136,SP Guzman (PAN),https://www.espncricinfo.com/ci/content/player/1287106.html,2021-2021,5,-,-,-,-,-,-,-,-,-,-,-,23-Jun-91,33y 36d,Right hand Bat,,Batter
3137,BJ Haddin (AUS),https://www.espncricinfo.com/ci/content/player/5560.html,2006-2014,34,-,-,-,-,-,-,-,-,-,-,-,"October 23, 1977, Cowra, New South Wales",46y 280d,Right hand Bat,,Wicketkeeper Batter
3138,Hadisullah Tarakhel (Belg),https://www.espncricinfo.com/ci/content/player/1268921.html,2021-2021,5,-,-,-,-,-,-,-,-,-,-,-,31-Aug-99,24y 333d,Left hand Bat,Left arm Medium,Opening Batter
3139,Haider Ali (PAK),https://www.espncricinfo.com/ci/content/player/1168651.html,2020-2023,35,-,-,-,-,-,-,-,-,-,-,-,"October 02, 2000, Attock",23y 301d,Right hand Bat,,Middle order Batter
3140,H Hajnic (CRT),https://www.espncricinfo.com/ci/content/player/1382806.html,2023-2023,4,-,-,-,-,-,-,-,-,-,-,-,5-Jan-74,50y 206d,Right hand Bat,Right arm Medium,
3141,JB Hakizimana (RWN),https://www.espncricinfo.com/ci/content/player/1155598.html,2022-2022,2,-,-,-,-,-,-,-,-,-,-,-,1-Jan-02,22y 210d,Right hand Bat,,
3142,SU Halarnkar (CRC),https://www.espncricinfo.com/ci/content/player/1428758.html,2024-2024,2,-,-,-,-,-,-,-,-,-,-,-,22-Aug-88,35y 342d,Right hand Bat,,
3143,A Halbhavi (LUX),https://www.espncricinfo.com/ci/content/player/1275734.html,2021-2023,16,-,-,-,-,-,-,-,-,-,-,-,4-Jun-90,34y 55d,Right hand Bat,,
3144,AD Hales (ENG),https://www.espncricinfo.com/ci/content/player/249866.html,2011-2022,75,-,-,-,-,-,-,-,-,-,-,-,"January 03, 1989, Hillingdon, Middlesex",35y 208d,Right hand Bat,Right arm Medium,Opening Batter
3145,S Hallett (Peru),https://www.espncricinfo.com/ci/content/player/1203172.html,2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,8-May-72,52y 82d,Left hand Bat,Left arm Medium fast,Wicketkeeper Batter
3146,Hamed Khan (HKG),https://www.espncricinfo.com/ci/content/player/923369.html,2020-2023,5,-,-,-,-,-,-,-,-,-,-,-,3-Oct-98,25y 300d,Right hand Bat,Right arm Medium,
3147,Hamid Hashemi (Iran),https://www.espncricinfo.com/ci/content/player/1217300.html,2020-2020,1,-,-,-,-,-,-,-,-,-,-,-,15-Feb-97,27y 165d,Right hand Bat,Right arm Medium,
3148,GM Hamilton (SCOT),https://www.espncricinfo.com/ci/content/player/14020.html,2007-2010,12,-,-,-,-,-,-,-,-,-,-,-,"September 16, 1974, Broxburn, West Lothian, Scotland",49y 317d,Left hand Bat,Right arm Medium fast,Middle order Batter
3149,Hammad Azam (PAK),https://www.espncricinfo.com/ci/content/player/384518.html,2012-2013,5,-,-,-,-,-,-,-,-,-,-,-,"March 16, 1991, Attock, Punjab",33y 135d,Right hand Bat,Right arm Medium,Middle order Batter
3150,Hamza Tariq (CAN),https://www.espncricinfo.com/ci/content/player/414397.html,2013-2022,26,-,-,-,-,-,-,-,-,-,-,-,"July 21, 1990, Karachi, Sind",34y 8d,Right hand Bat,,Wicketkeeper
3151,PSP Handscomb (AUS),https://www.espncricinfo.com/ci/content/player/334337.html,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,"April 26, 1991, Melbourne, Victoria",33y 94d,Right hand Bat,,Batter
3152,J Hansrod (SWA),https://www.espncricinfo.com/ci/content/player/586029.html,2021-2021,4,-,-,-,-,-,-,-,-,-,-,-,27-May-73,51y 63d,Right hand Bat,Right arm Medium,
3153,A Harikumar (BUL),https://www.espncricinfo.com/ci/content/player/1275725.html,2021-2021,1,-,-,-,-,-,-,-,-,-,-,-,5-Jan-97,27y 206d,Right hand Bat,Right arm Medium fast,
3154,Haris Sohail (PAK),https://www.espncricinfo.com/ci/content/player/318788.html,2013-2019,14,-,-,-,-,-,-,-,-,-,-,-,"January 09, 1989, Sialkot, Punjab",35y 202d,Left hand Bat,Slow Left arm Orthodox,Middle order Batter
3155,C Hartmann (IOM),https://www.espncricinfo.com/ci/content/player/1230028.html,2020-2024,22,-,-,-,-,-,-,-,-,-,-,-,26-May-04,20y 64d,Right hand Bat,,Wicketkeeper Batter
3156,E Hasahya (UGA),https://www.espncricinfo.com/ci/content/player/577335.html,2022-2022,5,-,-,-,-,-,-,-,-,-,-,-,"April 06, 1996, Jinja",28y 114d,Right hand Bat,Right arm Offbreak,
3157,Haseebullah Khan (PAK),https://www.espncricinfo.com/ci/content/player/1171127.html,2024-2024,1,-,-,-,-,-,-,-,-,-,-,-,"March 20, 2003, Pishin",21y 131d,Left hand Bat,,Wicketkeeper Batter
3158,Haseeb Ghafoor (KSA),https://www.espncricinfo.com/ci/content/player/1344839.html,2022-2024,20,-,-,-,-,-,-,-,-,-,-,-,28-Jan-84,40y 183d,Right hand Bat,,
3159,Hashmatullah Shahidi (AFG),https://www.espncricinfo.com/ci/content/player/440970.html,2013-2022,6,-,-,-,-,-,-,-,-,-,-,-,"November 04, 1994, Logar",29y 268d,Left hand Bat,Right arm Offbreak,Top order Batter
3160,Hassan Rasheed (MDV),https://www.espncricinfo.com/ci/content/player/446815.html,2019-2024,28,-,-,-,-,-,-,-,-,-,-,-,9-Mar-93,31y 142d,Right hand Bat,,
3161,C Hauptfleisch (CAY),https://www.espncricinfo.com/ci/content/player/314984.html,2019-2019,5,-,-,-,-,-,-,-,-,-,-,-,"January 25, 1988, Durban, Natal",36y 186d,Left hand Bat,,Middle order Batter
3162,E Haven (Bhm),https://www.espncricinfo.com/ci/content/player/1287095.html,2021-2022,8,-,-,-,-,-,-,-,-,-,-,-,1-Jan-75,49y 210d,Right hand Bat,,Middle order Batter
3163,ML Hayden (AUS),https://www.espncricinfo.com/ci/content/player/5616.html,2005-2007,9,-,-,-,-,-,-,-,-,-,-,-,"October 29, 1971, Kingaroy, Queensland",52y 274d,Left hand Bat,Right arm Medium,Opening Batter
3164,Hazratullah Zazai (AFG),https://www.espncricinfo.com/ci/content/player/793457.html,2016-2024,44,-,-,-,-,-,-,-,-,-,-,-,"March 23, 1998, Paktia",26y 128d,Left hand Bat,Slow Left arm Orthodox,Opening Batter
3165,H Helva (TKY),https://www.espncricinfo.com/ci/content/player/1198930.html,2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,10-Sep-81,42y 323d,Right hand Bat,Right arm Medium fast,Top order Batter
3166,DL Hemp (BER),https://www.espncricinfo.com/ci/content/player/14153.html,2008-2008,2,-,-,-,-,-,-,-,-,-,-,-,"November 08, 1970, Hamilton, Bermuda",53y 264d,Left hand Bat,Right arm Medium,Opening Batter
3167,N Henderson (SUI),https://www.espncricinfo.com/ci/content/player/1284216.html,2021-2022,5,-,-,-,-,-,-,-,-,-,-,-,9-Jan-99,25y 202d,Right hand Bat,,
3168,SO Hetmyer (WI),https://www.espncricinfo.com/ci/content/player/670025.html,2018-2023,57,-,-,-,-,-,-,-,-,-,-,-,"December 26, 1996, Cumberland, Berbice, Guyana",27y 216d,Left hand Bat,,Middle order Batter
3169,Het Patel (SWZ),https://www.espncricinfo.com/ci/content/player/1426418.html,2024-2024,3,-,-,-,-,-,-,-,-,-,-,-,18-Sep-06,17y 315d,Right hand Bat,Right arm Medium,
3170,R Heyns (LUX),https://www.espncricinfo.com/ci/content/player/1230625.html,2020-2020,2,-,-,-,-,-,-,-,-,-,-,-,4-Aug-88,35y 360d,Right hand Bat,Right arm Medium fast,
3171,Hilal Ahmad (CZK-R),https://www.espncricinfo.com/ci/content/player/1156474.html,2019-2021,15,-,-,-,-,-,-,-,-,-,-,-,22-Aug-85,38y 342d,Right hand Bat,Right arm Medium,
3172,WW Hinds (WI),https://www.espncricinfo.com/ci/content/player/52057.html,2006-2010,5,-,-,-,-,-,-,-,-,-,-,-,"September 07, 1976, Kingston, Jamaica",47y 326d,Left hand Bat,Right arm Medium,Batter
3173,S Hook (EST),https://www.espncricinfo.com/ci/content/player/1179186.html,2021-2024,19,-,-,-,-,-,-,-,-,-,-,-,28-Jul-78,46y 1d,Right hand Bat,Legbreak,Top order Batter
3174,SD Hope (WI),https://www.espncricinfo.com/ci/content/player/581379.html,2017-2024,31,-,-,-,-,-,-,-,-,-,-,-,"November 10, 1993, Barbados",30y 262d,Right hand Bat,,Wicketkeeper Batter
3175,GJ Hopkins (NZ),https://www.espncricinfo.com/ci/content/player/37248.html,2007-2010,10,-,-,-,-,-,-,-,-,-,-,-,"November 24, 1976, Lower Hutt, Wellington",47y 248d,Right hand Bat,,Wicketkeeper Batter
3176,JM How (NZ),https://www.espncricinfo.com/ci/content/player/37265.html,2007-2008,5,-,-,-,-,-,-,-,-,-,-,-,"May 19, 1981, New Plymouth, Taranaki",43y 71d,Right hand Bat,"Right arm Medium, Right arm Offbreak",Top order Batter
3177,V Hristov (BUL),https://www.espncricinfo.com/ci/content/player/1267507.html,2021-2023,4,-,-,-,-,-,-,-,-,-,-,-,29-Feb-00,24y 151d,Right hand Bat,Right arm Medium fast,
3178,Huang Junjie (CHN),https://www.espncricinfo.com/ci/content/player/1063427.html,2024-2024,7,-,-,-,-,-,-,-,-,-,-,-,24-Apr-00,24y 96d,Right hand Bat,,Wicketkeeper Batter
3179,PJ Hughes (AUS),https://www.espncricinfo.com/ci/content/player/272364.html,2014-2014,1,-,-,-,-,-,-,-,-,-,-,-,"November 30, 1988, Macksville, New South Wales",,Left hand Bat,,Opening Batter
3180,Humayun Kabir (SWE),https://www.espncricinfo.com/ci/content/player/1273276.html,2021-2021,3,-,-,-,-,-,-,-,-,-,-,-,2-Oct-94,29y 301d,Right hand Bat,,
3181,Husnain Kabeer (GER),https://www.espncricinfo.com/ci/content/player/1271976.html,2021-2021,1,-,-,-,-,-,-,-,-,-,-,-,3-Aug-96,27y 361d,Right hand Bat,,
3182,DP Hyatt (WI),https://www.espncricinfo.com/ci/content/player/52197.html,2011-2012,5,-,-,-,-,-,-,-,-,-,-,-,"March 17, 1983, St Catherine, Jamaica",41y 134d,Right hand Bat,Right arm Medium,Allrounder
3183,Ibrahim Rahimi (NOR),https://www.espncricinfo.com/ci/content/player/1325907.html,2022-2024,5,-,-,-,-,-,-,-,-,-,-,-,8-Nov-01,22y 264d,Right hand Bat,Right arm Medium fast,
3184,Ibrahim Zadran (AFG),https://www.espncricinfo.com/ci/content/player/921509.html,2019-2024,44,-,-,-,-,-,-,-,-,-,-,-,"December 12, 2001, Khost",22y 230d,Right hand Bat,Right arm Medium fast,Opening Batter
3185,Idrees Ul Haque (SUI),https://www.espncricinfo.com/ci/content/player/1284219.html,2021-2024,10,-,-,-,-,-,-,-,-,-,-,-,9-Feb-87,37y 171d,Right hand Bat,,
3186,LU Igalagamage (SL),https://www.espncricinfo.com/ci/content/player/704693.html,2023-2023,1,-,-,-,-,-,-,-,-,-,-,-,"November 27, 1993, Kalubowila",30y 245d,Right hand Bat,,Wicketkeeper Batter
3187,Ihsanullah (AFG),https://www.espncricinfo.com/ci/content/player/703323.html,2022-2022,1,-,-,-,-,-,-,-,-,-,-,-,"December 28, 1997, Khost",26y 214d,Right hand Bat,,Top order Batter
3188,Ijaz Ahmad Ahmadzai (AFG),https://www.espncricinfo.com/ci/content/player/1276922.html,2024-2024,3,-,-,-,-,-,-,-,-,-,-,-,25-Jun-03,21y 34d,Right hand Bat,Right arm Medium,Allrounder
3189,AL Leutogi (Samoa),https://www.espncricinfo.com/ci/content/player/1362926.html,2023-2023,2,-,-,-,-,-,-,-,-,-,-,-,11-Oct-99,24y 292d,,,
3190,Imal Zuwak (SWE),https://www.espncricinfo.com/ci/content/player/1273278.html,2021-2024,16,-,-,-,-,-,-,-,-,-,-,-,5-Jan-90,34y 206d,Right hand Bat,Right arm Medium fast,
3191,Imam-ul-Haq (PAK),https://www.espncricinfo.com/ci/content/player/568276.html,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,"December 22, 1995, Lahore, Punjab",28y 220d,Left hand Bat,,Top order Batter
3192,Imran Ali Butt (BHR),https://www.espncricinfo.com/ci/content/player/1093638.html,2019-2024,25,-,-,-,-,-,-,-,-,-,-,-,20-Jan-86,38y 191d,Left hand Bat,,Wicketkeeper Batter
3193,Imran Farhat (PAK),https://www.espncricinfo.com/ci/content/player/40582.html,2010-2011,7,-,-,-,-,-,-,-,-,-,-,-,"May 20, 1982, Lahore, Punjab",42y 70d,Left hand Bat,Legbreak,Top order Batter
3194,Imran Haider (ROM),https://www.espncricinfo.com/ci/content/player/1198941.html,2019-2021,4,-,-,-,-,-,-,-,-,-,-,-,17-Nov-79,44y 255d,Right hand Bat,,
3195,Imran Ismail (MOZ),https://www.espncricinfo.com/ci/content/player/352292.html,2019-2019,7,-,-,-,-,-,-,-,-,-,-,-,28-Jul-89,35y 1d,Right hand Bat,,
3196,Imran Nazir (PAK),https://www.espncricinfo.com/ci/content/player/40563.html,2007-2012,25,-,-,-,-,-,-,-,-,-,-,-,"December 16, 1981, Gujranwala, Punjab",42y 226d,Right hand Bat,Legbreak,Opening Batter
3197,Imrul Kayes (BAN),https://www.espncricinfo.com/ci/content/player/280734.html,2010-2017,14,-,-,-,-,-,-,-,-,-,-,-,"February 02, 1987, Meherpur, Khulna",37y 178d,Left hand Bat,Slow Left arm Orthodox,Opening Batter
3198,JD Inglis (Chile),https://www.espncricinfo.com/ci/content/player/1403936.html,2023-2023,1,-,-,-,-,-,-,-,-,-,-,-,8-Jun-98,26y 51d,Left hand Bat,Left arm Medium fast,
3199,JP Inglis (AUS),https://www.espncricinfo.com/ci/content/player/662235.html,2022-2024,21,-,-,-,-,-,-,-,-,-,-,-,"March 04, 1995, Leeds, Yorkshire, England",29y 147d,Right hand Bat,,Wicketkeeper Batter
3200,CA Ingram (SA),https://www.espncricinfo.com/ci/content/player/45705.html,2010-2012,9,-,-,-,-,-,-,-,-,-,-,-,"July 03, 1985, Port Elizabeth",39y 26d,Left hand Bat,Legbreak,Top order Batter
3201,PJ Ingram (NZ),https://www.espncricinfo.com/ci/content/player/38952.html,2010-2010,3,-,-,-,-,-,-,-,-,-,-,-,"October 25, 1978, Hawera, Taranaki",45y 278d,Right hand Bat,Right arm Offbreak,Top order Batter
3202,Inzamam-ul-Haq (PAK),https://www.espncricinfo.com/ci/content/player/40570.html,2006-2006,1,-,-,-,-,-,-,-,-,-,-,-,"March 03, 1970, Multan, Punjab",54y 148d,Right hand Bat,Slow Left arm Orthodox,Batter
3203,Irfan Khan (PAK),https://www.espncricinfo.com/ci/content/player/1199426.html,2024-2024,3,-,-,-,-,-,-,-,-,-,-,-,"December 28, 2002, Mianwali",21y 214d,Right hand Bat,Right arm Medium fast,Middle order Batter
3204,Ishan Kishan (IND),https://www.espncricinfo.com/ci/content/player/720471.html,2021-2023,32,-,-,-,-,-,-,-,-,-,-,-,"July 18, 1998, Patna, Bihar",26y 11d,Left hand Bat,,Wicketkeeper Batter
3205,Ismaeel Zia (SWE),https://www.espncricinfo.com/ci/content/player/1318856.html,2022-2022,8,-,-,-,-,-,-,-,-,-,-,-,2-Sep-01,22y 331d,Right hand Bat,Left arm Medium,
3206,Ismail Sardar (THAI),https://www.espncricinfo.com/ci/content/player/1217806.html,2020-2020,2,-,-,-,-,-,-,-,-,-,-,-,23-Jul-91,33y 6d,Right hand Bat,Right arm Medium,
3207,H Isorena (PHI),https://www.espncricinfo.com/ci/content/player/1301592.html,2022-2023,5,-,-,-,-,-,-,-,-,-,-,-,16-Oct-81,42y 287d,Right hand Bat,,
3208,M Iturbe (Arg),https://www.espncricinfo.com/ci/content/player/1193281.html,2023-2023,1,-,-,-,-,-,-,-,-,-,-,-,"July 20, 2004, Buenos Aires",20y 9d,Right hand Bat,,
3209,S Iturbe (Arg),https://www.espncricinfo.com/ci/content/player/1193273.html,2023-2023,1,-,-,-,-,-,-,-,-,-,-,-,"August 23, 2002, Buenos Aires",21y 341d,Right hand Bat,,
3210,Ivan Splicevic (CRT),https://www.espncricinfo.com/ci/content/player/1390692.html,2023-2023,2,-,-,-,-,-,-,-,-,-,-,-,31-Jan-81,43y 180d,Right hand Bat,,
3211,Izhar Hussain (SUI),https://www.espncricinfo.com/ci/content/player/1382779.html,2023-2023,4,-,-,-,-,-,-,-,-,-,-,-,3-May-94,30y 87d,Right hand Bat,Right arm Medium,
3212,AJ Jabiri (TAN),https://www.espncricinfo.com/ci/content/player/1155556.html,2022-2024,18,-,-,-,-,-,-,-,-,-,-,-,28-Feb-03,21y 152d,Right hand Bat,,
3213,HA Jackson (Fran),https://www.espncricinfo.com/ci/content/player/1271981.html,2021-2024,23,-,-,-,-,-,-,-,-,-,-,-,5-Aug-96,27y 359d,Right hand Bat,,
3214,W Jackson (MWI),https://www.espncricinfo.com/ci/content/player/1283112.html,2021-2023,4,-,-,-,-,-,-,-,-,-,-,-,22-May-03,21y 68d,Right hand Bat,,
3215,KM Jadhav (IND),https://www.espncricinfo.com/ci/content/player/290716.html,2015-2017,9,-,-,-,-,-,-,-,-,-,-,-,"March 26, 1985, Pune, Maharashtra",39y 125d,Right hand Bat,Right arm Offbreak,Batting Allrounder
3216,V Jagannivasan (CZK-R),https://www.espncricinfo.com/ci/content/player/1275728.html,2021-2022,7,-,-,-,-,-,-,-,-,-,-,-,27-Feb-89,35y 153d,Right hand Bat,Right arm Medium fast,
3217,Jahurul Islam (BAN),https://www.espncricinfo.com/ci/content/player/55944.html,2010-2013,3,-,-,-,-,-,-,-,-,-,-,-,"December 12, 1986, Rajshahi",37y 230d,Right hand Bat,Right arm Offbreak,Middle order Batter
3218,Jaikumar Thakur (CRT),https://www.espncricinfo.com/ci/content/player/1442090.html,2024-2024,2,-,-,-,-,-,-,-,-,-,-,-,1-Mar-92,32y 150d,Right hand Bat,Right arm Offbreak,
3219,Jaker Ali (BAN),https://www.espncricinfo.com/ci/content/player/824541.html,2023-2024,17,-,-,-,-,-,-,-,-,-,-,-,22-Feb-98,26y 158d,Right hand Bat,,Batter
3220,Jakob Gul (BUL),https://www.espncricinfo.com/ci/content/player/1434632.html,2024-2024,2,-,-,-,-,-,-,-,-,-,-,-,15-Apr-02,22y 105d,Right hand Bat,Right arm Offbreak,
3221,Y Jalloh (SLE),https://www.espncricinfo.com/ci/content/player/637801.html,2023-2023,6,-,-,-,-,-,-,-,-,-,-,-,24-May-00,24y 66d,Right hand Bat,Right arm Medium,
3222,H Jangariya (SWZ),https://www.espncricinfo.com/ci/content/player/1378455.html,2023-2023,3,-,-,-,-,-,-,-,-,-,-,-,17-Feb-96,28y 163d,Right hand Bat,,
3223,AA Jasani (TAN),https://www.espncricinfo.com/ci/content/player/637296.html,2021-2021,6,-,-,-,-,-,-,-,-,-,-,-,15-Dec-98,25y 227d,Left hand Bat,Slow Left arm Orthodox,
3224,Jason Lui (HKG),https://www.espncricinfo.com/ci/content/player/1063420.html,2024-2024,1,-,-,-,-,-,-,-,-,-,-,-,"April 30, 1993, USA",31y 90d,Right hand Bat,,Wicketkeeper Batter
3225,Jassim Khan (QAT),https://www.espncricinfo.com/ci/content/player/1058953.html,2023-2023,8,-,-,-,-,-,-,-,-,-,-,-,22-Sep-99,24y 311d,Right hand Bat,Right arm Medium fast,
3226,Javed Ahmadi (AFG),https://www.espncricinfo.com/ci/content/player/308235.html,2012-2017,3,-,-,-,-,-,-,-,-,-,-,-,"January 02, 1992, Kunduz",32y 209d,Right hand Bat,Right arm Offbreak,Top order Batter
3227,CU Jayasinghe (SL),https://www.espncricinfo.com/ci/content/player/49287.html,2009-2010,5,-,-,-,-,-,-,-,-,-,-,-,"May 19, 1978, Kalutara",46y 71d,Right hand Bat,Right arm Medium,Allrounder
3228,J Jemison (Bhm),https://www.espncricinfo.com/ci/content/player/364113.html,2022-2023,9,-,-,-,-,-,-,-,-,-,-,-,24-Feb-94,30y 156d,Right hand Bat,,
3229,JW Jenner (JER),https://www.espncricinfo.com/ci/content/player/526462.html,2019-2024,50,-,-,-,-,-,-,-,-,-,-,-,"December 04, 1997, Guernsey",26y 238d,Right hand Bat,Right arm Offbreak,
