,Player Name,Player URL,Span,Matches,Innings,Overs,Maidens,Runs,Wickets,BBI,Ave,Econ,SR,4,5,Born,Age,Batting Style,Bowling Style,Playing Role
2980,Cihan Altun (TKY),https://www.espncricinfo.com/ci/content/player/1382782.html,2023-2023,3,-,-,-,-,-,-,-,-,-,-,-,18-Mar-03,21y 133d,Right hand Bat,Right arm Medium,
2981,I Civric (SRB),https://www.espncricinfo.com/ci/content/player/1203887.html,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,15-Aug-93,30y 349d,Right hand Bat,Right arm Medium,
2982,D Cleaver (NZ),https://www.espncricinfo.com/ci/content/player/440517.html,2022-2023,9,-,-,-,-,-,-,-,-,-,-,-,"January 01, 1992, Palmerston North",32y 210d,Right hand Bat,Legbreak,Wicketkeeper Batter
2983,GL Cloete (SA),https://www.espncricinfo.com/ci/content/player/381030.html,2018-2019,2,-,-,-,-,-,-,-,-,-,-,-,"October 04, 1992, Atlantis, Cape Province",31y 299d,Left hand Bat,Right arm Offbreak,Wicketkeeper Batter
2984,M Coetzee (HKG),https://www.espncricinfo.com/ci/content/player/448074.html,2023-2024,20,-,-,-,-,-,-,-,-,-,-,-,12-Oct-88,35y 291d,Right hand Bat,,Opening Batter
2985,M Cohen (ISR),https://www.espncricinfo.com/ci/content/player/525045.html,2022-2022,3,-,-,-,-,-,-,-,-,-,-,-,5-Jun-92,32y 54d,Right hand Bat,,
2986,FRJ Coleman (SCOT),https://www.espncricinfo.com/ci/content/player/364329.html,2013-2013,1,-,-,-,-,-,-,-,-,-,-,-,"December 15, 1991, Edinburgh, Midlothian",32y 227d,Right hand Bat,,Opening Batter
2987,LA Collado (GIBR),https://www.espncricinfo.com/ci/content/player/572235.html,2019-2021,9,-,-,-,-,-,-,-,-,-,-,-,13-Mar-93,31y 138d,,,
2988,NG Collins (FIN),https://www.espncricinfo.com/ci/content/player/1156457.html,2019-2023,24,-,-,-,-,-,-,-,-,-,-,-,13-May-94,30y 77d,Right hand Bat,Right arm Offbreak,
2989,BRF Constanzo (Chile),https://www.espncricinfo.com/ci/content/player/1403935.html,2023-2023,1,-,-,-,-,-,-,-,-,-,-,-,6-Jun-02,22y 53d,,,
2990,DP Conway (NZ),https://www.espncricinfo.com/ci/content/player/379140.html,2020-2024,50,-,-,-,-,-,-,-,-,-,-,-,"July 08, 1991, Johannesburg, Transvaal",33y 21d,Left hand Bat,Right arm Medium,Wicketkeeper Batter
2991,AN Cook (ENG),https://www.espncricinfo.com/ci/content/player/11728.html,2007-2009,4,-,-,-,-,-,-,-,-,-,-,-,"December 25, 1984, Gloucester",39y 217d,Left hand Bat,Right arm Slow,Opening Batter
2992,BN Cooper (NED),https://www.espncricinfo.com/ci/content/player/470699.html,2013-2021,58,-,-,-,-,-,-,-,-,-,-,-,"February 10, 1992, Lismore, New South Wales",32y 170d,Left hand Bat,Right arm Medium,Middle order Batter
2993,BKB Corbin (CAY),https://www.espncricinfo.com/ci/content/player/1360649.html,2023-2023,7,-,-,-,-,-,-,-,-,-,-,-,16-Oct-79,44y 287d,Right hand Bat,,
2994,SJ Cotter (Samoa),https://www.espncricinfo.com/ci/content/player/519038.html,2019-2022,10,-,-,-,-,-,-,-,-,-,-,-,29-Jun-88,36y 30d,Right hand Bat,Right arm Medium,
2995,J Clough (IOM),https://www.espncricinfo.com/ci/content/player/771651.html,2022-2022,1,-,-,-,-,-,-,-,-,-,-,-,11-Apr-04,20y 109d,Right hand Bat,,
2996,CK Coventry (ZIM),https://www.espncricinfo.com/ci/content/player/55329.html,2010-2015,13,-,-,-,-,-,-,-,-,-,-,-,"March 08, 1983, Kwekwe, Midlands",41y 143d,Right hand Bat,Legbreak,Top order Batter
2997,NRJ Croes (NED),https://www.espncricinfo.com/ci/content/player/1191381.html,2024-2024,3,-,-,-,-,-,-,-,-,-,-,-,13-Dec-99,24y 229d,Right hand Bat,,Batter
2998,L Croospulle (SL),https://www.espncricinfo.com/ci/content/player/1027867.html,2023-2023,1,-,-,-,-,-,-,-,-,-,-,-,"October 04, 1998, Negombo",25y 299d,Right hand Bat,Right arm Offbreak,Opening Batter
2999,MH Cross (SCOT),https://www.espncricinfo.com/ci/content/player/417268.html,2013-2024,74,-,-,-,-,-,-,-,-,-,-,-,"October 15, 1992, Aberdeen",31y 288d,Right hand Bat,,Wicketkeeper Batter
3000,E Cruz (CRC),https://www.espncricinfo.com/ci/content/player/1428854.html,2024-2024,1,-,-,-,-,-,-,-,-,-,-,-,30-May-06,18y 60d,Right hand Bat,,
3001,DDP D'Silva (UAE),https://www.espncricinfo.com/ci/content/player/1126694.html,2019-2019,10,-,-,-,-,-,-,-,-,-,-,-,"April 16, 1998, Dubai",26y 104d,Right hand Bat,Right arm Medium,
3002,D Daesrath (CAN),https://www.espncricinfo.com/ci/content/player/51739.html,2013-2013,1,-,-,-,-,-,-,-,-,-,-,-,"July 04, 1981, Cumberland, Berbice, Guyana",43y 25d,Right hand Bat,Right arm Offbreak,Allrounder
3003,DK Dahani (Iran),https://www.espncricinfo.com/ci/content/player/1217276.html,2020-2020,3,-,-,-,-,-,-,-,-,-,-,-,20-Feb-84,40y 160d,Right hand Bat,,
3004,S Dalton (CZK-R),https://www.espncricinfo.com/ci/content/player/1156470.html,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,14-Feb-92,32y 166d,Right hand Bat,,
3005,IDA Damarell (GUE),https://www.espncricinfo.com/ci/content/player/417375.html,2020-2024,22,-,-,-,-,-,-,-,-,-,-,-,21-Feb-94,30y 159d,Left hand Bat,,
3006,P Danci (ROM),https://www.espncricinfo.com/ci/content/player/1198952.html,2019-2020,4,-,-,-,-,-,-,-,-,-,-,-,5-Jul-94,30y 24d,Right hand Bat,Right arm Offbreak,Middle order Batter
3007,S Daniel (SL),https://www.espncricinfo.com/ci/content/player/1194744.html,2023-2023,1,-,-,-,-,-,-,-,-,-,-,-,"March 15, 2004, Colombo",20y 136d,Left hand Bat,Right arm Offbreak,Top order Batter
3008,Danyal Akbar (HUN),https://www.espncricinfo.com/ci/content/player/1437203.html,2024-2024,3,-,-,-,-,-,-,-,-,-,-,-,2-Jul-99,25y 27d,Right hand Bat,Right arm Offbreak,
3009,IK Darmawan (INA),https://www.espncricinfo.com/ci/content/player/1082750.html,2022-2023,3,-,-,-,-,-,-,-,-,-,-,-,11-Jun-96,28y 48d,Right hand Bat,,
3010,Darwish Rasooli (AFG),https://www.espncricinfo.com/ci/content/player/819441.html,2022-2024,7,-,-,-,-,-,-,-,-,-,-,-,"December 12, 1999, Laghman",24y 230d,Right hand Bat,Right arm Offbreak,Top order Batter
3011,RR David (CAN),https://www.espncricinfo.com/ci/content/player/365126.html,2008-2008,4,-,-,-,-,-,-,-,-,-,-,-,"February 08, 1975, Colombo, Sri Lanka",49y 172d,Right hand Bat,Right arm Offbreak,Middle order Batter
3012,BJ Davidson (SRB),https://www.espncricinfo.com/ci/content/player/1267512.html,2021-2021,4,-,-,-,-,-,-,-,-,-,-,-,19-Mar-76,48y 132d,Right hand Bat,,
3013,SM Davies (ENG),https://www.espncricinfo.com/ci/content/player/12450.html,2009-2011,5,-,-,-,-,-,-,-,-,-,-,-,"June 17, 1986, Bromsgrove, Worcestershire",38y 42d,Left hand Bat,,Wicketkeeper
3014,N Davin (NAM),https://www.espncricinfo.com/ci/content/player/595790.html,2019-2024,34,-,-,-,-,-,-,-,-,-,-,-,19-Dec-97,26y 223d,Right hand Bat,Legbreak,Batter
3015,R Davson (Bhm),https://www.espncricinfo.com/ci/content/player/1287096.html,2021-2022,6,-,-,-,-,-,-,-,-,-,-,-,15-Feb-78,46y 165d,Right hand Bat,,
3016,TB de Bruyn (SA),https://www.espncricinfo.com/ci/content/player/486672.html,2017-2017,2,-,-,-,-,-,-,-,-,-,-,-,"October 08, 1992, Pretoria",31y 295d,Right hand Bat,Right arm Medium fast,Middle order Batter
3017,TN de Grooth (NED),https://www.espncricinfo.com/ci/content/player/25022.html,2008-2013,15,-,-,-,-,-,-,-,-,-,-,-,"May 14, 1979, The Hague",45y 76d,Right hand Bat,Right arm Offbreak,Middle order Batter
3018,Q de Kock (SA),https://www.espncricinfo.com/ci/content/player/379143.html,2012-2024,92,-,-,-,-,-,-,-,-,-,-,-,"December 17, 1992, Johannesburg, Gauteng",31y 225d,Left hand Bat,,Wicketkeeper Batter
3019,S Delai (Fiji),https://www.espncricinfo.com/ci/content/player/1333977.html,2022-2022,1,-,-,-,-,-,-,-,-,-,-,-,8-Jan-91,33y 203d,Right hand Bat,,
3020,D de la Puente (Peru),https://www.espncricinfo.com/ci/content/player/1203185.html,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,11-Jun-99,25y 48d,Right hand Bat,Right arm Medium fast,
3021,SI de Saram (SL),https://www.espncricinfo.com/ci/content/player/48449.html,2009-2009,1,-,-,-,-,-,-,-,-,-,-,-,"September 02, 1973, Matara",50y 331d,Right hand Bat,Right arm Offbreak,
3022,IA De Silva (BUL),https://www.espncricinfo.com/ci/content/player/1233053.html,2020-2022,35,-,-,-,-,-,-,-,-,-,-,-,"March 23, 1998, Colombo",26y 128d,Right hand Bat,Right arm Medium,
3023,Devender Singh (GHA),https://www.espncricinfo.com/ci/content/player/1273700.html,2021-2024,21,-,-,-,-,-,-,-,-,-,-,-,9-Oct-90,33y 294d,Right hand Bat,,
3024,AB de Villiers (SA),https://www.espncricinfo.com/ci/content/player/44936.html,2006-2017,78,-,-,-,-,-,-,-,-,-,-,-,"February 17, 1984, Pretoria",40y 163d,Right hand Bat,Right arm Medium,Wicketkeeper Batter
3025,Dharmang Patel (QAT),https://www.espncricinfo.com/ci/content/player/1059203.html,2022-2022,5,-,-,-,-,-,-,-,-,-,-,-,16-Sep-91,32y 317d,Right hand Bat,Right arm Offbreak,
3026,S Dhawan (IND),https://www.espncricinfo.com/ci/content/player/28235.html,2011-2021,68,-,-,-,-,-,-,-,-,-,-,-,"December 05, 1985, Delhi",38y 237d,Left hand Bat,Right arm Offbreak,Opening Batter
3027,P Dhiman (ESP),https://www.espncricinfo.com/ci/content/player/1343428.html,2022-2022,4,-,-,-,-,-,-,-,-,-,-,-,26-Jan-93,31y 185d,Right hand Bat,Right arm Medium,
3028,Dhiman Ghosh (BAN),https://www.espncricinfo.com/ci/content/player/56208.html,2008-2008,1,-,-,-,-,-,-,-,-,-,-,-,"November 23, 1987, Dinajpur, Bangladesh",36y 249d,Right hand Bat,,Wicketkeeper Batter
3029,MS Dhoni (IND),https://www.espncricinfo.com/ci/content/player/28081.html,2006-2019,98,-,-,-,-,-,-,-,-,-,-,-,"July 07, 1981, Ranchi, Bihar (now Jharkhand)",43y 22d,Right hand Bat,Right arm Medium,Wicketkeeper Batter
3030,MS Diakite (Mali),https://www.espncricinfo.com/ci/content/player/1345192.html,2022-2023,6,-,-,-,-,-,-,-,-,-,-,-,21-Sep-99,24y 312d,Right hand Bat,Right arm Medium fast,
3031,N Dickwella (SL),https://www.espncricinfo.com/ci/content/player/429754.html,2016-2021,28,-,-,-,-,-,-,-,-,-,-,-,"June 23, 1993, Kandy",31y 36d,Left hand Bat,,Wicketkeeper Batter
3032,V Dikov (BUL),https://www.espncricinfo.com/ci/content/player/1203904.html,2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,2-Apr-95,29y 118d,Right hand Bat,Right arm Medium,
3033,Dipanjan Dey (SWE),https://www.espncricinfo.com/ci/content/player/1273282.html,2021-2021,6,-,-,-,-,-,-,-,-,-,-,-,1-Jul-91,33y 28d,Right hand Bat,Right arm Medium fast,
3034,HH Dippenaar (SA),https://www.espncricinfo.com/ci/content/player/44708.html,2006-2006,1,-,-,-,-,-,-,-,-,-,-,-,"June 14, 1977, Kimberley, Cape Province",47y 45d,Right hand Bat,Right arm Offbreak,Opening Batter
3035,Divyendra Singh (CZK-R),https://www.espncricinfo.com/ci/content/player/1314055.html,2022-2023,11,-,-,-,-,-,-,-,-,-,-,-,7-Apr-86,38y 113d,Right hand Bat,Right arm Medium fast,
3036,Divyes Kumar (MLT),https://www.espncricinfo.com/ci/content/player/1314047.html,2022-2022,1,-,-,-,-,-,-,-,-,-,-,-,21-Jun-93,31y 38d,Right hand Bat,Right arm Medium fast,
3037,BM Dlamini (SWZ),https://www.espncricinfo.com/ci/content/player/1326791.html,2022-2022,5,-,-,-,-,-,-,-,-,-,-,-,10-Sep-98,25y 323d,Right hand Bat,Right arm Medium,
3038,ST Doheny (IRE),https://www.espncricinfo.com/ci/content/player/961401.html,2023-2023,3,-,-,-,-,-,-,-,-,-,-,-,20-Aug-98,25y 344d,Right hand Bat,,Opening Batter
3039,K Doriga (PNG),https://www.espncricinfo.com/ci/content/player/646173.html,2019-2024,42,-,-,-,-,-,-,-,-,-,-,-,18-Oct-95,28y 285d,Right hand Bat,,Wicketkeeper Batter
3040,JN Dorji (BHU),https://www.espncricinfo.com/ci/content/player/1208991.html,2019-2024,9,-,-,-,-,-,-,-,-,-,-,-,28-Apr-97,27y 92d,Right hand Bat,,
3041,U Dorji (BHU),https://www.espncricinfo.com/ci/content/player/542370.html,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,"November 22, 1980, Tshebji, Naja, Paro, Bhutan",43y 250d,Right hand Bat,Right arm Medium,
3042,TM Dowlin (WI),https://www.espncricinfo.com/ci/content/player/51660.html,2009-2010,2,-,-,-,-,-,-,-,-,-,-,-,"February 24, 1977, Guyhock Gardens, Georgetown, Demerara, Guyana",47y 156d,Right hand Bat,Right arm Offbreak,Batter
3043,R Dravid (IND),https://www.espncricinfo.com/ci/content/player/28114.html,2011-2011,1,-,-,-,-,-,-,-,-,-,-,-,"January 11, 1973, Indore, Madhya Pradesh",51y 200d,Right hand Bat,Right arm Offbreak,Top order Batter
3044,BM Duckett (ENG),https://www.espncricinfo.com/ci/content/player/521637.html,2019-2023,12,-,-,-,-,-,-,-,-,-,-,-,"October 17, 1994, Farnborough, Kent",29y 286d,Left hand Bat,Right arm Offbreak,Top order Batter
3045,LA Dunbar (SRB),https://www.espncricinfo.com/ci/content/player/1203879.html,2019-2024,27,-,-,-,-,-,-,-,-,-,-,-,2-Jan-90,34y 209d,Right hand Bat,,
3046,JSE Dunford (JER),https://www.espncricinfo.com/ci/content/player/659087.html,2019-2024,36,-,-,-,-,-,-,-,-,-,-,-,24-Jun-94,30y 35d,Right hand Bat,,Wicketkeeper
3047,BR Dunk (AUS),https://www.espncricinfo.com/ci/content/player/388678.html,2014-2017,5,-,-,-,-,-,-,-,-,-,-,-,"March 11, 1987, Innisfail, Queensland",37y 140d,Left hand Bat,Right arm Offbreak,Wicketkeeper Batter
3048,J Dunn (VAN),https://www.espncricinfo.com/ci/content/player/302856.html,2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,"June 04, 1989, Vanuatu",35y 55d,Right hand Bat,Right arm Medium,
3049,MD du Preez (NAM),https://www.espncricinfo.com/ci/content/player/577345.html,2021-2021,3,-,-,-,-,-,-,-,-,-,-,-,"January 03, 1996, South Africa",28y 208d,Right hand Bat,Legbreak,Wicketkeeper Batter
3050,E Dusingizimana (RWN),https://www.espncricinfo.com/ci/content/player/346602.html,2021-2023,58,-,-,-,-,-,-,-,-,-,-,-,21-Mar-87,37y 130d,Right hand Bat,,Opening Batter
3051,G Dutta (Mex),https://www.espncricinfo.com/ci/content/player/1182000.html,2019-2019,7,-,-,-,-,-,-,-,-,-,-,-,4-Aug-84,39y 360d,Right hand Bat,Right arm Medium,
3052,Dylan Steyn (CZK-R),https://www.espncricinfo.com/ci/content/player/1314056.html,2022-2023,16,-,-,-,-,-,-,-,-,-,-,-,3-Aug-95,28y 361d,Left hand Bat,,
3053,D Eckstein (Aut),https://www.espncricinfo.com/ci/content/player/1101785.html,2023-2023,1,-,-,-,-,-,-,-,-,-,-,-,20-Jul-76,48y 9d,,,
3054,J Edness (BER),https://www.espncricinfo.com/ci/content/player/23759.html,2008-2008,3,-,-,-,-,-,-,-,-,-,-,-,"September 13, 1983, Bermuda",40y 320d,Right hand Bat,,Batter
3055,SA Edwards (NED),https://www.espncricinfo.com/ci/content/player/1127317.html,2018-2024,64,-,-,-,-,-,-,-,-,-,-,-,"August 23, 1996, Tonga",27y 341d,Right hand Bat,,Wicketkeeper Batter
3056,JKP Ellick (STHEL),https://www.espncricinfo.com/ci/content/player/1345196.html,2022-2022,2,-,-,-,-,-,-,-,-,-,-,-,11-Feb-88,36y 169d,Right hand Bat,Right arm Medium fast,
3057,L Emilio (MOZ),https://www.espncricinfo.com/ci/content/player/1155507.html,2019-2022,24,-,-,-,-,-,-,-,-,-,-,-,11-Apr-01,23y 109d,Right hand Bat,,
3058,C Emmott (Chile),https://www.espncricinfo.com/ci/content/player/1203237.html,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,29-Jan-79,45y 182d,Right hand Bat,Right arm Offbreak,
3059,Eric Phiri (SWZ),https://www.espncricinfo.com/ci/content/player/1326793.html,2022-2024,15,-,-,-,-,-,-,-,-,-,-,-,7-Nov-95,28y 265d,Right hand Bat,Right arm Offbreak,
3060,CR Ervine (ZIM),https://www.espncricinfo.com/ci/content/player/55412.html,2010-2024,71,-,-,-,-,-,-,-,-,-,-,-,"August 19, 1985, Harare",38y 345d,Left hand Bat,Right arm Offbreak,Middle order Batter
3061,R Escobar (Arg),https://www.espncricinfo.com/ci/content/player/500055.html,2019-2023,17,-,-,-,-,-,-,-,-,-,-,-,11-Oct-95,28y 292d,Right hand Bat,,
3062,Fahad Ali (BRA),https://www.espncricinfo.com/ci/content/player/893405.html,2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,"May 12, 1988, Punjab, Pakistan",36y 78d,Right hand Bat,Legbreak,
3063,Fahad Nawaz (UAE),https://www.espncricinfo.com/ci/content/player/1126002.html,2022-2022,1,-,-,-,-,-,-,-,-,-,-,-,"January 15, 2000, Dubai",24y 196d,Right hand Bat,Slow Left arm Orthodox,Allrounder
3064,Faheem Nellancheri (FIN),https://www.espncricinfo.com/ci/content/player/946515.html,2023-2024,8,-,-,-,-,-,-,-,-,-,-,-,9-Jun-90,34y 50d,Right hand Bat,Right arm Medium,
3065,Faisal Javed (QAT),https://www.espncricinfo.com/ci/content/player/40123.html,2019-2019,15,-,-,-,-,-,-,-,-,-,-,-,"February 20, 1975, Lahore, Punjab",49y 160d,Right hand Bat,,
3066,Faisal Mubashir (GER),https://www.espncricinfo.com/ci/content/player/537048.html,2021-2024,23,-,-,-,-,-,-,-,-,-,-,-,"September 29, 1986, Karachi, Sind",37y 304d,Right hand Bat,Right arm Offbreak,
3067,Faizan Asif (UAE),https://www.espncricinfo.com/ci/content/player/447287.html,2014-2015,6,-,-,-,-,-,-,-,-,-,-,-,"December 21, 1992, Pakistan",31y 221d,Left hand Bat,,Opening Batter
3068,Faizan Mumtaz (NOR),https://www.espncricinfo.com/ci/content/player/1156438.html,2021-2021,3,-,-,-,-,-,-,-,-,-,-,-,5-Aug-90,33y 359d,Right hand Bat,Right arm Medium,
3069,A Faletar (CRT),https://www.espncricinfo.com/ci/content/player/1382804.html,2023-2023,4,-,-,-,-,-,-,-,-,-,-,-,6-Feb-06,18y 174d,Right hand Bat,Right arm Medium,
3070,D Faletar (CRT),https://www.espncricinfo.com/ci/content/player/1382805.html,2023-2023,4,-,-,-,-,-,-,-,-,-,-,-,29-Jan-08,16y 182d,Right hand Bat,Right arm Medium,
3071,Fareed Shius (MDV),https://www.espncricinfo.com/ci/content/player/1167830.html,2023-2023,2,-,-,-,-,-,-,-,-,-,-,-,27-Jul-03,21y 2d,Right hand Bat,,
3072,IM Farrell (GIBR),https://www.espncricinfo.com/ci/content/player/24109.html,2022-2022,1,-,-,-,-,-,-,-,-,-,-,-,"September 29, 1992, Gibraltar",31y 304d,Right hand Bat,Right arm Medium fast,
3073,LB Ferbrache (GUE),https://www.espncricinfo.com/ci/content/player/303922.html,2019-2024,29,-,-,-,-,-,-,-,-,-,-,-,18-Mar-88,36y 133d,Right hand Bat,Right arm Offbreak,
3074,L Fereti (Samoa),https://www.espncricinfo.com/ci/content/player/1082725.html,2023-2023,3,-,-,-,-,-,-,-,-,-,-,-,21-Oct-97,26y 282d,,,
3075,A Ferguson (Arg),https://www.espncricinfo.com/ci/content/player/23583.html,2019-2023,19,-,-,-,-,-,-,-,-,-,-,-,"July 19, 1978, Capital Federal, Buenos Aires",46y 10d,Right hand Bat,,
3076,CJ Ferguson (AUS),https://www.espncricinfo.com/ci/content/player/5236.html,2009-2009,3,-,-,-,-,-,-,-,-,-,-,-,"November 21, 1984, North Adelaide, South Australia",39y 251d,Right hand Bat,Right arm Medium,Middle order Batter
3077,BOP Fernando (SL),https://www.espncricinfo.com/ci/content/player/366725.html,2019-2021,7,-,-,-,-,-,-,-,-,-,-,-,"April 15, 1992, Colombo",32y 105d,Right hand Bat,Legbreak,Top order Batter
3078,MNK Fernando (SL),https://www.espncricinfo.com/ci/content/player/1074333.html,2023-2023,1,-,-,-,-,-,-,-,-,-,-,-,"October 13, 1999, Colombo",24y 290d,Right hand Bat,Right arm Offbreak,Batter
3079,WIA Fernando (SL),https://www.espncricinfo.com/ci/content/player/784369.html,2019-2024,35,-,-,-,-,-,-,-,-,-,-,-,"April 05, 1998, Wadduwa",26y 115d,Right hand Bat,Right arm Medium fast,Opening Batter
3080,NJ Ferraby (JER),https://www.espncricinfo.com/ci/content/player/13312.html,2019-2021,18,-,-,-,-,-,-,-,-,-,-,-,"May 31, 1983, Market Harborough, Leicestershire",41y 59d,Right hand Bat,Right arm Medium,
3081,D Ferreira (SA),https://www.espncricinfo.com/ci/content/player/698315.html,2023-2023,2,-,-,-,-,-,-,-,-,-,-,-,"July 21, 1998, Pretoria",26y 8d,Right hand Bat,Right arm Offbreak,Allrounder
3082,Fiaz Ahmed (BHR),https://www.espncricinfo.com/ci/content/player/1143528.html,2019-2023,12,-,-,-,-,-,-,-,-,-,-,-,20-Dec-87,36y 222d,Right hand Bat,,
3083,Fida Hussain (ITA),https://www.espncricinfo.com/ci/content/player/303889.html,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,"June 10, 1988, Pakistan",36y 49d,Right hand Bat,Right arm Medium,
3084,SE Findlay (WI),https://www.espncricinfo.com/ci/content/player/51865.html,2008-2008,2,-,-,-,-,-,-,-,-,-,-,-,"March 03, 1984, Mandeville, Jamaica",40y 148d,Left hand Bat,Right arm Medium,Batter
3085,B Fitchet (GUE),https://www.espncricinfo.com/ci/content/player/468592.html,2023-2024,9,-,-,-,-,-,-,-,-,-,-,-,8-Nov-92,31y 264d,Right hand Bat,Legbreak,
3086,R Flannigan (SCOT),https://www.espncricinfo.com/ci/content/player/303412.html,2012-2012,4,-,-,-,-,-,-,-,-,-,-,-,"June 30, 1988, Kelso Scotland",36y 29d,Right hand Bat,Right arm Medium,Top order Batter
3087,SP Fleming (NZ),https://www.espncricinfo.com/ci/content/player/37000.html,2005-2006,5,-,-,-,-,-,-,-,-,-,-,-,"April 01, 1973, Christchurch, Canterbury",51y 119d,Left hand Bat,,Top order Batter
3088,ADS Fletcher (WI),https://www.espncricinfo.com/ci/content/player/51862.html,2008-2024,57,-,-,-,-,-,-,-,-,-,-,-,"November 28, 1987, La Tante, Grenada",36y 244d,Right hand Bat,"Right arm Medium fast, Legbreak",Top order Batter
3089,BT Foakes (ENG),https://www.espncricinfo.com/ci/content/player/364788.html,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,"February 15, 1993, Colchester, Essex",31y 165d,Right hand Bat,,Wicketkeeper Batter
3090,CR Foggo (BER),https://www.espncricinfo.com/ci/content/player/23700.html,2008-2008,3,-,-,-,-,-,-,-,-,-,-,-,"May 07, 1982, Hamilton, Bermuda",42y 83d,Right hand Bat,,Batter
3091,C Forbes (SWA/SWZ),https://www.espncricinfo.com/ci/content/player/1163165.html,2021-2023,15,-,-,-,-,-,-,-,-,-,-,-,21-Jul-88,36y 8d,,,Opening Batter
3092,JS Foster (ENG),https://www.espncricinfo.com/ci/content/player/12877.html,2009-2009,5,-,-,-,-,-,-,-,-,-,-,-,"April 15, 1980, Whipps Cross, Leytonstone, Essex",44y 105d,Right hand Bat,,Wicketkeeper Batter
3093,O Fournier (CRC),https://www.espncricinfo.com/ci/content/player/1182114.html,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,24-Jan-82,42y 187d,Left hand Bat,Right arm Medium,
3094,D Foxcroft (NZ),https://www.espncricinfo.com/ci/content/player/596099.html,2023-2024,5,-,-,-,-,-,-,-,-,-,-,-,20-Apr-98,26y 100d,Right hand Bat,Right arm Offbreak,Allrounder
3095,TS Fray (BER),https://www.espncricinfo.com/ci/content/player/307231.html,2019-2023,21,-,-,-,-,-,-,-,-,-,-,-,"June 30, 1991, Bermuda",33y 29d,Right hand Bat,,Opening Batter
3096,JD Freyone (GIBR),https://www.espncricinfo.com/ci/content/player/467823.html,2019-2023,15,-,-,-,-,-,-,-,-,-,-,-,7-May-94,30y 83d,Right hand Bat,Right arm Medium,
3097,PG Fulton (NZ),https://www.espncricinfo.com/ci/content/player/37091.html,2006-2012,12,-,-,-,-,-,-,-,-,-,-,-,"February 01, 1979, Christchurch, Canterbury",45y 179d,Right hand Bat,Right arm Medium,Top order Batter
3098,Gabor Torok (HUN),https://www.espncricinfo.com/ci/content/player/1314202.html,2022-2022,1,-,-,-,-,-,-,-,-,-,-,-,23-Aug-81,42y 341d,Right hand Bat,Right arm Medium,
3099,RD Gaikwad (IND),https://www.espncricinfo.com/ci/content/player/1060380.html,2021-2024,23,-,-,-,-,-,-,-,-,-,-,-,"January 31, 1997, Pune, Maharashtra",27y 180d,Right hand Bat,Right arm Offbreak,Batter
3100,S Gajjar (CZK-R),https://www.espncricinfo.com/ci/content/player/1230637.html,2020-2020,3,-,-,-,-,-,-,-,-,-,-,-,17-May-90,34y 73d,Right hand Bat,,
3101,G Gambhir (IND),https://www.espncricinfo.com/ci/content/player/28763.html,2007-2012,37,-,-,-,-,-,-,-,-,-,-,-,"October 14, 1981, Delhi",42y 289d,Left hand Bat,Legbreak,Top order Batter
3102,G Ganbold (MNG),https://www.espncricinfo.com/ci/content/player/1431561.html,2024-2024,7,-,-,-,-,-,-,-,-,-,-,-,15-Jun-04,20y 44d,Right hand Bat,,
3103,AR Gandhi (KENYA),https://www.espncricinfo.com/ci/content/player/1107657.html,2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,5-May-00,24y 85d,Right hand Bat,Right arm Offbreak,Batter
3104,D Ganga (WI),https://www.espncricinfo.com/ci/content/player/51872.html,2006-2006,1,-,-,-,-,-,-,-,-,-,-,-,"January 14, 1979, Barrackpore, Trinidad",45y 197d,Right hand Bat,Right arm Offbreak,Batter
3105,A Gasteratos (GRC),https://www.espncricinfo.com/ci/content/player/1323409.html,2022-2022,2,-,-,-,-,-,-,-,-,-,-,-,16-Jul-97,27y 13d,Right hand Bat,Right arm Medium fast,
3106,A Gavde (CAY),https://www.espncricinfo.com/ci/content/player/1197883.html,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,27-Jul-87,37y 2d,Right hand Bat,Right arm Offbreak,
3107,R Gaznavi (SGP),https://www.espncricinfo.com/ci/content/player/307775.html,2019-2024,24,-,-,-,-,-,-,-,-,-,-,-,"October 15, 1992, Singapore",31y 288d,Right hand Bat,Legbreak,Batter
3108,HS Gericke (MLT),https://www.espncricinfo.com/ci/content/player/1233047.html,2020-2022,21,-,-,-,-,-,-,-,-,-,-,-,17-Aug-79,44y 347d,Right hand Bat,Right arm Medium fast,
3109,Gershon Yusuf (NGA),https://www.espncricinfo.com/ci/content/player/1204052.html,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,,,,,
