Player Name,Player URL,Span,Matches,Innings,NO,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,Born,Age,Batting Style,Bowling Style,Playing Role,Height
IA Karim (KENYA),https://www.espncricinfo.com/ci/content/player/348016.html,2013-2023,58,51,16,1227,71*,35.05,1213,101.15,0,8,2,108,15,25-Sep-92,31y 308d,Left hand Bat,Right arm Offbreak,Wicketkeeper Batter,
Aqib Ilyas (OMA),https://www.espncricinfo.com/ci/content/player/940593.html,2015-2024,52,51,7,1218,90,27.68,972,125.3,0,9,4,115,42,"September 05, 1992, Sialkot",31y 328d,Right hand Bat,"Right arm Offbreak, Legbreak Googly",Top order Batter,
MH Cross (SCOT),https://www.espncricinfo.com/ci/content/player/417268.html,2013-2024,74,62,10,1216,66*,23.38,1045,116.36,0,5,5,114,32,"October 15, 1992, Aberdeen",31y 288d,Right hand Bat,,Wicketkeeper Batter,
RR Pant (IND),https://www.espncricinfo.com/ci/content/player/931581.html,2017-2024,76,66,14,1209,65*,23.25,950,127.26,0,3,4,111,44,"October 04, 1997, Haridwar, Uttarakhand",26y 299d,Left hand Bat,,Wicketkeeper Batter,
VP Thamotharam (MLT),https://www.espncricinfo.com/ci/content/player/1233044.html,2020-2024,55,53,8,1209,104*,26.86,825,146.54,1,7,2,86,73,12-Nov-88,35y 260d,Left hand Bat,Left arm Medium fast,,
NLTC Perera (ICC/SL/World),https://www.espncricinfo.com/ci/content/player/233514.html,2010-2021,84,74,22,1204,61,23.15,794,151.63,0,3,8,88,64,"April 03, 1989, Colombo",35y 117d,Left hand Bat,Right arm Medium fast,Bowling Allrounder,6ft 1in
MS Wade (AUS),https://www.espncricinfo.com/ci/content/player/230193.html,2011-2024,92,68,22,1202,80,26.13,896,134.15,0,3,1,95,46,"December 26, 1987, Hobart, Tasmania",36y 216d,Left hand Bat,Right arm Medium,Wicketkeeper Batter,1.7 m
R Satheesan (ROM),https://www.espncricinfo.com/ci/content/player/1198946.html,2019-2023,38,36,5,1197,99*,38.61,770,155.45,0,9,2,121,61,11-Mar-82,42y 140d,Right hand Bat,Right arm Offbreak,,
RG Mukasa (UGA),https://www.espncricinfo.com/ci/content/player/233528.html,2019-2024,58,56,5,1186,89,23.25,982,120.77,0,5,8,133,36,"May 22, 1989, Uganda",35y 68d,Right hand Bat,Right arm Offbreak,Batter,
AR Patwa (TAN),https://www.espncricinfo.com/ci/content/player/296167.html,2021-2023,47,47,4,1178,79,27.39,961,122.58,0,6,3,140,37,"February 05, 1987, Dar es Salaam, Tanzania",37y 175d,Right hand Bat,Right arm Offbreak,Top order Batter,
Yuvraj Singh (IND),https://www.espncricinfo.com/ci/content/player/36084.html,2007-2017,58,51,9,1177,77*,28.02,863,136.38,0,8,1,77,74,"December 12, 1981, Chandigarh",42y 230d,Left hand Bat,Slow Left arm Orthodox,Middle order Batter,
KP Pietersen (ENG),https://www.espncricinfo.com/ci/content/player/19296.html,2005-2013,37,36,5,1176,79,37.93,831,141.51,0,7,1,119,32,"June 27, 1980, Pietermaritzburg, Natal",44y 32d,Right hand Bat,Right arm Offbreak,Top order Batter,6ft 4in
RP Burl (ZIM),https://www.espncricinfo.com/ci/content/player/495964.html,2018-2024,77,70,25,1175,57*,26.11,1005,116.91,0,2,2,76,49,"April 15, 1994, Marondera",30y 105d,Left hand Bat,Legbreak,Allrounder,
Meet Bhavsar (KUW),https://www.espncricinfo.com/ci/content/player/1167770.html,2019-2024,48,46,5,1171,89,28.56,875,133.82,0,9,4,100,39,23-Jun-04,20y 36d,Left hand Bat,,Top order Batter,
HE van der Dussen (SA),https://www.espncricinfo.com/ci/content/player/337790.html,2018-2024,46,42,8,1169,94*,34.38,899,130.03,0,8,1,70,55,"February 07, 1989, Pretoria, Transvaal (now Gauteng)",35y 173d,Right hand Bat,Legbreak,Top order Batter,
S Davizi (CZK-R),https://www.espncricinfo.com/ci/content/player/1198883.html,2019-2023,31,31,3,1149,115*,41.03,827,138.93,3,6,1,124,40,22-Jun-97,27y 37d,Left hand Bat,Right arm Medium,,
RK Paudel (NEP),https://www.espncricinfo.com/ci/content/player/1072488.html,2019-2024,52,50,9,1144,61,27.9,932,122.74,0,6,1,95,34,"September 02, 2002, Nawalparasi",21y 331d,Right hand Bat,Right arm Offbreak,Batting Allrounder,
FH Allen (NZ),https://www.espncricinfo.com/ci/content/player/959759.html,2021-2024,47,47,0,1141,137,24.27,719,158.69,2,4,4,99,78,"April 22, 1999, Auckland",25y 98d,Right hand Bat,,Top order Batter,
Hazratullah Zazai (AFG),https://www.espncricinfo.com/ci/content/player/793457.html,2016-2024,44,44,3,1140,162*,27.8,859,132.71,1,3,3,108,65,"March 23, 1998, Paktia",26y 128d,Left hand Bat,Slow Left arm Orthodox,Opening Batter,
W Madhevere (ZIM),https://www.espncricinfo.com/ci/content/player/938959.html,2020-2024,65,62,7,1137,73*,20.67,970,117.21,0,7,6,129,15,"September 04, 2000, Harare",23y 329d,Right hand Bat,Right arm Offbreak,Allrounder,
GH Dockrell (IRE),https://www.espncricinfo.com/ci/content/player/348034.html,2010-2024,139,91,34,1129,58*,19.8,868,130.06,0,2,8,81,42,"July 22, 1992, Dublin",32y 7d,Right hand Bat,Slow Left arm Orthodox,Allrounder,
TH David (AUS/SGP),https://www.espncricinfo.com/ci/content/player/892749.html,2019-2024,46,41,10,1123,92*,36.22,690,162.75,0,6,3,95,60,"March 16, 1996, Singapore",28y 135d,Right hand Bat,Right arm Offbreak,Middle order Batter,6ft 5in
Afif Hossain (BAN),https://www.espncricinfo.com/ci/content/player/935995.html,2018-2023,69,63,9,1109,77*,20.53,927,119.63,0,3,6,81,38,"September 22, 1999, Khulna",24y 311d,Left hand Bat,Right arm Offbreak,Allrounder,
MP Stoinis (AUS),https://www.espncricinfo.com/ci/content/player/325012.html,2015-2024,66,54,18,1109,78,30.8,751,147.66,0,4,2,91,54,"August 16, 1989, Perth",34y 348d,Right hand Bat,Right arm Medium,Batting Allrounder,
K Bhurtel (NEP),https://www.espncricinfo.com/ci/content/player/794713.html,2021-2024,46,45,4,1105,104*,26.95,865,127.74,1,8,5,113,47,"January 22, 1997, Butwal, Rupendhehi",27y 189d,Right hand Bat,Legbreak Googly,Opening Batter,
Ibrahim Zadran (AFG),https://www.espncricinfo.com/ci/content/player/921509.html,2019-2024,44,44,6,1105,72*,29.07,1030,107.28,0,8,1,97,24,"December 12, 2001, Khost",22y 230d,Right hand Bat,Right arm Medium fast,Opening Batter,
SS Iyer (IND),https://www.espncricinfo.com/ci/content/player/642519.html,2017-2023,51,47,11,1104,74*,30.66,811,136.12,0,8,4,90,44,"December 06, 1994, Mumbai",29y 236d,Right hand Bat,"Right arm Offbreak, Legbreak Googly",Top order Batter,
Jatinder Singh (OMA),https://www.espncricinfo.com/ci/content/player/307756.html,2015-2024,52,52,7,1098,73*,24.4,952,115.33,0,5,3,111,21,"March 05, 1989, Ludhiana, Punjab",35y 146d,Right hand Bat,Right arm Offbreak,Batter,
SPD Smith (AUS),https://www.espncricinfo.com/ci/content/player/267192.html,2010-2024,67,55,11,1094,90,24.86,872,125.45,0,5,1,96,26,"June 02, 1989, Sydney, New South Wales",35y 57d,Right hand Bat,Legbreak Googly,Top order Batter,
K Kadowaki-Fleming (JPN),https://www.espncricinfo.com/ci/content/player/429800.html,2022-2024,27,27,2,1089,114,43.56,694,156.91,2,6,0,79,67,5-Jan-96,28y 206d,Left hand Bat,Right arm Offbreak,Batter,
Taranjeet Singh (ROM),https://www.espncricinfo.com/ci/content/player/1236495.html,2021-2024,32,32,2,1087,110,36.23,649,167.48,1,7,1,134,52,7-Dec-85,38y 235d,Right hand Bat,Right arm Offbreak,,
Aasif Sheikh (NEP),https://www.espncricinfo.com/ci/content/player/1058514.html,2021-2024,47,47,2,1086,64*,24.13,933,116.39,0,5,3,108,35,22-Jun-01,23y 37d,Right hand Bat,,Wicketkeeper Batter,
WTS Porterfield (IRE),https://www.espncricinfo.com/ci/content/player/24611.html,2008-2018,61,59,6,1079,72,20.35,971,111.12,0,3,5,120,23,"September 06, 1984, Londonderry",39y 327d,Left hand Bat,Right arm Offbreak,Batter,
Sami Sohail (MWI),https://www.espncricinfo.com/ci/content/player/1163154.html,2019-2024,36,32,15,1077,94*,63.35,856,125.81,0,7,3,87,28,29-Jan-02,22y 182d,Right hand Bat,Right arm Medium,,
GJ Delany (IRE),https://www.espncricinfo.com/ci/content/player/1099379.html,2019-2024,75,66,14,1076,89*,20.69,802,134.16,0,3,3,85,49,"April 28, 1997, Dublin",27y 92d,Right hand Bat,Legbreak Googly,Batting Allrounder,
KIC Asalanka (SL),https://www.espncricinfo.com/ci/content/player/784367.html,2021-2024,49,49,5,1075,80*,24.43,851,126.32,0,5,5,69,53,"June 29, 1997, Elpitiya",27y 30d,Left hand Bat,Right arm Offbreak,Batting Allrounder,
LD Chandimal (SL),https://www.espncricinfo.com/ci/content/player/300628.html,2010-2022,68,61,7,1062,66*,19.66,1025,103.6,0,6,0,90,22,"November 18, 1989, Balapitiya",34y 254d,Right hand Bat,Right arm Offbreak,Wicketkeeper Batter,5ft 9in
BA Pai (GIBR),https://www.espncricinfo.com/ci/content/player/1046619.html,2019-2024,37,37,7,1054,107*,35.13,915,115.19,1,6,2,95,17,24-Jan-82,42y 187d,Right hand Bat,Right arm Offbreak,,
V Aravind (UAE),https://www.espncricinfo.com/ci/content/player/1178586.html,2020-2024,48,43,5,1052,97*,27.68,936,112.39,0,6,4,105,23,"June 11, 2002, Chennai, India",22y 48d,Right hand Bat,,Wicketkeeper Batter,
Anshuman Rath (HKG),https://www.espncricinfo.com/ci/content/player/452472.html,2015-2024,46,45,5,1046,72*,26.15,942,111.04,0,4,1,110,13,"November 05, 1997, Hong Kong",26y 267d,Left hand Bat,Slow Left arm Orthodox,Wicketkeeper Batter,
Zubaidi Zulkifle (MAS),https://www.espncricinfo.com/ci/content/player/913847.html,2019-2024,52,51,2,1045,96,21.32,702,148.86,0,3,7,106,51,"February 15, 2000, Malaysia",24y 165d,Right hand Bat,Right arm Medium,Batter,
AD Russell (WI),https://www.espncricinfo.com/ci/content/player/276298.html,2011-2024,82,71,24,1033,71,21.97,631,163.7,0,3,9,63,85,"April 29, 1988, Jamaica",36y 91d,Right hand Bat,Right arm Fast,Allrounder,
L Bruce (GIBR),https://www.espncricinfo.com/ci/content/player/1274033.html,2021-2024,40,39,4,1032,99*,29.48,902,114.41,0,12,4,105,15,25-Jun-05,19y 34d,Right hand Bat,Right arm Medium,,
CJA Amini (PNG),https://www.espncricinfo.com/ci/content/player/332980.html,2015-2024,59,51,9,1028,91*,24.47,891,115.37,0,5,6,75,30,"April 14, 1992, Port Moresby",32y 106d,Left hand Bat,Legbreak,Allrounder,
E Dusingizimana (RWN),https://www.espncricinfo.com/ci/content/player/346602.html,2021-2023,58,57,3,1018,66*,18.85,950,107.15,0,4,5,103,35,21-Mar-87,37y 130d,Right hand Bat,,Opening Batter,
Sarfaraz Ali (BHR),https://www.espncricinfo.com/ci/content/player/1172124.html,2019-2024,47,47,3,1015,69*,23.06,694,146.25,0,6,4,88,75,20-Oct-81,42y 283d,Right hand Bat,Right arm Medium,Allrounder,
Samiullah Shinwari (AFG),https://www.espncricinfo.com/ci/content/player/318339.html,2010-2022,65,56,10,1013,61,22.02,858,118.06,0,2,2,76,37,"December 31, 1987, Nangrahar, Afghanistan",36y 211d,Right hand Bat,Legbreak,Allrounder,
Faisal Khan (KSA),https://www.espncricinfo.com/ci/content/player/794749.html,2019-2024,38,38,5,1012,83*,30.66,607,166.72,0,6,4,119,50,2-Nov-96,27y 270d,Right hand Bat,Right arm Medium,,
Rohan Mustafa (UAE),https://www.espncricinfo.com/ci/content/player/307808.html,2014-2023,58,53,5,1006,77,20.95,827,121.64,0,4,7,108,27,"October 07, 1988, Kohat",35y 296d,Left hand Bat,Right arm Offbreak,Top order Batter,
Iftikhar Ahmed (PAK),https://www.espncricinfo.com/ci/content/player/480603.html,2016-2024,66,55,14,998,62*,24.34,773,129.1,0,4,2,66,44,"September 03, 1990, Peshawar, North-West Frontier Province",33y 330d,Right hand Bat,Right arm Offbreak,Middle order Batter,
K Motlhanka (BOT),https://www.espncricinfo.com/ci/content/player/308710.html,2019-2023,39,38,4,990,84,29.11,890,111.23,0,7,2,113,19,"April 17, 1992, Gaborone, Botswana",32y 103d,Left hand Bat,,,
Razmal Shigiwal (Aut),https://www.espncricinfo.com/ci/content/player/1156634.html,2019-2023,39,35,5,990,95*,33,725,136.55,0,6,2,81,39,15-Oct-98,25y 288d,Right hand Bat,Right arm Medium,,
Kamran Akmal (PAK),https://www.espncricinfo.com/ci/content/player/41028.html,2006-2017,58,53,6,987,73,21,825,119.63,0,5,7,100,31,"January 13, 1982, Lahore, Punjab",42y 198d,Right hand Bat,,Wicketkeeper Batter,
CL White (AUS),https://www.espncricinfo.com/ci/content/player/8291.html,2007-2014,47,44,14,984,85*,32.8,740,132.97,0,5,3,71,44,"August 18, 1983, Bairnsdale, Victoria",40y 346d,Right hand Bat,Legbreak Googly,Middle order Batter,1.87 m
GC Smith (SA),https://www.espncricinfo.com/ci/content/player/47270.html,2005-2011,33,33,2,982,89*,31.67,770,127.53,0,5,1,123,26,"February 01, 1981, Johannesburg, Transvaal",43y 179d,Left hand Bat,Right arm Offbreak,Opening Batter,
ADS Fletcher (WI),https://www.espncricinfo.com/ci/content/player/51862.html,2008-2024,57,54,7,980,84*,20.85,873,112.25,0,6,7,67,53,"November 28, 1987, La Tante, Grenada",36y 244d,Right hand Bat,"Right arm Medium fast, Legbreak",Top order Batter,
Sabbir Rahman (BAN),https://www.espncricinfo.com/ci/content/player/373538.html,2014-2022,48,47,5,977,80,23.26,819,119.29,0,4,3,92,29,"November 22, 1991, Rajsahi",32y 250d,Right hand Bat,Legbreak,Middle order Batter,
RN Patel (KENYA),https://www.espncricinfo.com/ci/content/player/473378.html,2019-2024,51,49,10,973,75,24.94,797,122.08,0,3,6,102,22,"June 29, 1993, Nairobi",31y 30d,Left hand Bat,Right arm Medium fast,Batter,
Shaiman Anwar (UAE),https://www.espncricinfo.com/ci/content/player/43121.html,2014-2019,32,32,3,971,117*,33.48,770,126.1,1,6,1,75,43,"March 15, 1979, Sialkot, Punjab",45y 136d,Right hand Bat,Legbreak Googly,Top order Batter,
S Chandramohan (SGP),https://www.espncricinfo.com/ci/content/player/1098903.html,2019-2024,41,41,2,968,100,24.82,799,121.15,1,5,4,94,43,3-Nov-88,35y 269d,Right hand Bat,,Top order Batter,
S Bau (PNG),https://www.espncricinfo.com/ci/content/player/420427.html,2016-2024,56,48,7,958,65*,23.36,876,109.36,0,4,6,74,31,23-Jun-92,32y 36d,Left hand Bat,Right arm Offbreak,Middle order Batter,
Abdul Waheed (KSA),https://www.espncricinfo.com/ci/content/player/402106.html,2020-2024,37,34,5,956,99,32.96,753,126.95,0,5,1,108,24,"December 07, 1993, Riyadh",30y 235d,Right hand Bat,Legbreak,,
JDS Neesham (NZ),https://www.espncricinfo.com/ci/content/player/355269.html,2012-2024,79,63,21,944,48*,22.47,611,154.5,0,0,6,72,51,"September 17, 1990, Auckland",33y 316d,Left hand Bat,Right arm Medium fast,Batting Allrounder,
AP Rajeevan (TAN),https://www.espncricinfo.com/ci/content/player/1335264.html,2022-2023,45,42,7,943,70,26.94,829,113.75,0,6,0,90,16,28-Jun-97,27y 31d,Right hand Bat,,,
NS Dhaliwal (CAN),https://www.espncricinfo.com/ci/content/player/817069.html,2019-2024,33,32,5,941,69*,34.85,724,129.97,0,7,1,74,42,"October 10, 1988, Chandigarh, Punjab",35y 293d,Right hand Bat,Right arm Medium fast,Middle order Batter,
BRM Taylor (ZIM),https://www.espncricinfo.com/ci/content/player/55814.html,2006-2021,45,45,6,934,75*,23.94,790,118.22,0,6,5,93,24,"February 06, 1986, Harare",38y 174d,Right hand Bat,Right arm Offbreak,Wicketkeeper Batter,
G Gambhir (IND),https://www.espncricinfo.com/ci/content/player/28763.html,2007-2012,37,36,2,932,75,27.41,783,119.02,0,7,2,109,10,"October 14, 1981, Delhi",42y 289d,Left hand Bat,Legbreak,Top order Batter,
SJ Myburgh (NED),https://www.espncricinfo.com/ci/content/player/233712.html,2012-2022,45,44,2,915,71*,21.78,799,114.51,0,5,8,100,28,"February 28, 1984, Pretoria, Transvaal",40y 152d,Left hand Bat,Right arm Offbreak,Opening Batter,
H Klaasen (SA),https://www.espncricinfo.com/ci/content/player/436757.html,2018-2024,52,47,9,912,81,24,639,142.72,0,5,1,68,46,"July 30, 1991, Pretoria, Transvaal",32y 365d,Right hand Bat,Right arm Offbreak,Wicketkeeper Batter,
TM Head (AUS),https://www.espncricinfo.com/ci/content/player/530011.html,2016-2024,33,32,4,911,91,32.53,607,150.08,0,3,1,88,42,"December 29, 1993, Adelaide, South Australia",30y 213d,Left hand Bat,Right arm Offbreak,Top order Batter,
Najmul Hossain Shanto (BAN),https://www.espncricinfo.com/ci/content/player/629058.html,2019-2024,46,44,5,908,71,23.28,843,107.71,0,4,0,83,17,"August 25, 1998, Rajshahi",25y 339d,Left hand Bat,Right arm Offbreak,Top order Batter,
SO Hetmyer (WI),https://www.espncricinfo.com/ci/content/player/670025.html,2018-2023,57,48,4,902,81*,20.5,763,118.21,0,5,3,59,46,"December 26, 1996, Cumberland, Berbice, Guyana",27y 216d,Left hand Bat,,Middle order Batter,
Gulbadin Naib (AFG),https://www.espncricinfo.com/ci/content/player/352048.html,2012-2024,73,62,17,897,57,19.93,732,122.54,0,3,7,67,44,"June 04, 1991, Logar, Afghanistan",33y 55d,Right hand Bat,Right arm Medium fast,Batting Allrounder,
E Chigumbura (ZIM),https://www.espncricinfo.com/ci/content/player/55343.html,2006-2020,57,56,9,893,54*,19,635,140.62,0,3,6,61,53,"March 14, 1986, Kwekwe, Midlands",38y 137d,Right hand Bat,Right arm Fast medium,Allrounder,
JE Root (ENG),https://www.espncricinfo.com/ci/content/player/303669.html,2012-2019,32,30,5,893,90*,35.72,707,126.3,0,5,2,92,16,"December 30, 1990, Sheffield, Yorkshire",33y 212d,Right hand Bat,"Right arm Offbreak, Legbreak",Top order Batter,
Muhammad Usman (UAE),https://www.espncricinfo.com/ci/content/player/974719.html,2016-2022,47,43,6,891,89*,24.08,778,114.52,0,3,3,73,27,"October 13, 1985, Lahore",38y 290d,Left hand Bat,,Middle order Batter,
DM Nakrani (UGA),https://www.espncricinfo.com/ci/content/player/731523.html,2019-2024,60,50,17,891,77*,27,697,127.83,0,3,3,59,56,"September 21, 1991, Kutch, Saurashtra",32y 312d,Left hand Bat,Left arm Medium,Allrounder,
Haider Butt (BHR),https://www.espncricinfo.com/ci/content/player/1284532.html,2021-2024,50,46,11,890,62,25.42,762,116.79,0,2,2,56,38,22-Oct-97,26y 281d,Right hand Bat,Right arm Offbreak,Middle order Batter,
PD Salt (ENG),https://www.espncricinfo.com/ci/content/player/669365.html,2022-2024,31,29,4,885,119,35.4,536,165.11,2,3,2,83,45,"August 28, 1996, Bodelwyddan, North Wales",27y 336d,Right hand Bat,Right arm Offbreak,Wicketkeeper Batter,
G Malla (NEP),https://www.espncricinfo.com/ci/content/player/233400.html,2014-2022,45,39,1,883,107,23.23,734,120.29,1,2,1,76,36,"September 16, 1990, Nepal",33y 317d,Right hand Bat,,Top order Batter,
N Davin (NAM),https://www.espncricinfo.com/ci/content/player/595790.html,2019-2024,34,34,2,881,89,27.53,634,138.95,0,5,1,95,32,19-Dec-97,26y 223d,Right hand Bat,Legbreak,Batter,
Aizaz Khan (HKG),https://www.espncricinfo.com/ci/content/player/401540.html,2014-2024,77,67,15,877,48*,16.86,784,111.86,0,0,6,62,26,"March 21, 1993, Hong Kong",31y 130d,Right hand Bat,Right arm Medium fast,Allrounder,
N Nipiko (VAN),https://www.espncricinfo.com/ci/content/player/420513.html,2019-2024,33,33,6,877,100,32.48,744,117.87,1,5,1,67,36,"September 21, 1995, Vanuatu",28y 312d,Right hand Bat,Right arm Medium,,
TC Barker (LUX),https://www.espncricinfo.com/ci/content/player/520281.html,2019-2024,40,40,1,874,78,22.41,724,120.71,0,4,5,90,19,11-Sep-95,28y 322d,Left hand Bat,,,
Saber Zakhil (Belg),https://www.espncricinfo.com/ci/content/player/1156426.html,2019-2024,43,39,8,873,100*,28.16,539,161.96,1,2,3,46,71,"March 15, 1997, Zakhil",27y 136d,Right hand Bat,Right arm Fast,Bowler,
NA Greenwood (JER),https://www.espncricinfo.com/ci/content/player/1181708.html,2019-2024,31,31,3,865,86*,30.89,599,144.4,0,4,2,91,25,21-Oct-99,24y 282d,Right hand Bat,,,
Sohail Ahmed (BHR),https://www.espncricinfo.com/ci/content/player/964521.html,2022-2024,28,27,10,857,80*,50.41,722,118.69,0,7,1,59,33,"October 11, 1994, Islamabad",29y 292d,Right hand Bat,,Middle order Batter,
F Damiao Couana (MOZ),https://www.espncricinfo.com/ci/content/player/585615.html,2019-2023,33,32,3,851,104,29.34,686,124.05,1,4,1,85,32,10-Nov-96,27y 262d,Right hand Bat,Right arm Medium,,
C Campher (IRE),https://www.espncricinfo.com/ci/content/player/595921.html,2021-2024,56,49,8,849,72*,20.7,675,125.77,0,3,4,68,27,"April 20, 1999, Johannesburg",25y 100d,Right hand Bat,Right arm Medium fast,Allrounder,
JJ Smit (NAM),https://www.espncricinfo.com/ci/content/player/553821.html,2019-2024,51,44,20,848,71,35.33,585,144.95,0,3,1,51,51,"November 10, 1995, keetmanshoop",28y 262d,Right hand Bat,Left arm Medium fast,Bowling Allrounder,
DM de Silva (SL),https://www.espncricinfo.com/ci/content/player/465793.html,2015-2024,45,44,4,847,66*,21.17,731,115.86,0,3,2,71,18,"September 06, 1991, Colombo",32y 327d,Right hand Bat,Right arm Offbreak,Allrounder,5ft 8in
KS Leverock (BER),https://www.espncricinfo.com/ci/content/player/364148.html,2019-2023,29,29,4,842,103,33.68,566,148.76,1,4,4,70,48,"October 19, 1994, Bermuda",29y 284d,Left hand Bat,Right arm Medium fast,,
Kamran Khan (QAT),https://www.espncricinfo.com/ci/content/player/319750.html,2019-2024,36,34,1,841,88,25.48,618,136.08,0,5,1,75,49,29-Sep-88,35y 304d,Right hand Bat,Right arm Medium,,
