Player Name,Player URL,Span,Matches,Innings,NO,Runs,HS,Ave,BF,SR,100,50,0,Born,Age,Batting Style,Bowling Style,Playing Role,Height
AJ Bichel (AUS),https://www.espncricinfo.com/ci/content/player/4146.html,1997-2004,67,36,13,471,64,20.47,600,78.5,0,1,5,"August 27, 1970, Laidley, Queensland",53y 337d,Right hand Bat,Right arm Fast medium,Bowler,1.82 m
SM Curran (ENG),https://www.espncricinfo.com/ci/content/player/662973.html,2018-2023,32,24,3,468,95*,22.28,489,95.7,0,1,1,"June 03, 1998, Northampton",26y 56d,Left hand Bat,Left arm Medium fast,Allrounder,
H Patel (CAN),https://www.espncricinfo.com/ci/content/player/414248.html,2009-2013,23,23,1,468,62,21.27,584,80.13,0,2,3,"August 10, 1991, Ahmedabad, Gujarat, India",32y 354d,Right hand Bat,Slow Left arm Orthodox,Batter,
CH Morris (SA),https://www.espncricinfo.com/ci/content/player/439952.html,2013-2019,42,27,4,467,62,20.3,465,100.43,0,1,0,"April 30, 1987, Pretoria, Transvaal",37y 90d,Right hand Bat,Right arm Fast medium,Bowling Allrounder,
ALF de Mel (SL),https://www.espncricinfo.com/ci/content/player/48447.html,1982-1987,57,41,9,466,36,14.56,595,78.31,0,0,6,"May 09, 1959, Colombo",65y 81d,Right hand Bat,Right arm Medium fast,Bowler,
AO Malhotra (IND),https://www.espncricinfo.com/ci/content/player/30912.html,1982-1986,20,19,4,457,65,30.46,645,70.85,0,1,0,"January 26, 1957, Amritsar, Punjab",67y 185d,Right hand Bat,Right arm Medium,Middle order Batter,
Umar Gul (PAK),https://www.espncricinfo.com/ci/content/player/43524.html,2003-2016,130,65,18,457,39,9.72,642,71.18,0,0,10,"October 15, 1982, Peshawar, North-Western Frontier Province",41y 288d,Right hand Bat,Right arm Fast medium,Bowler,
C Sharma (IND),https://www.espncricinfo.com/ci/content/player/33949.html,1983-1994,65,35,16,456,101*,24,504,90.47,1,0,3,"January 03, 1966, Ludhiana, Punjab",58y 208d,Right hand Bat,Right arm Fast medium,Bowler,
GEF Barnett (CAN),https://www.espncricinfo.com/ci/content/player/36383.html,2006-2010,22,22,0,455,77,20.68,745,61.07,0,1,1,"February 03, 1984, Nelson",40y 177d,Left hand Bat,Right arm Medium fast,Top order Batter,
R Gunasekera (CAN),https://www.espncricinfo.com/ci/content/player/307075.html,2008-2014,19,19,0,455,72,23.94,677,67.2,0,6,3,"July 20, 1991, Colombo",33y 9d,Left hand Bat,Legbreak Googly,Top order Batter,
GS Ballance (ENG/ZIM),https://www.espncricinfo.com/ci/content/player/232438.html,2013-2023,21,20,2,454,79,25.22,639,71.04,0,4,1,"November 22, 1989, Zimbabwe",34y 250d,Left hand Bat,Legbreak,Middle order Batter,
MD Dai (PNG),https://www.espncricinfo.com/ci/content/player/25051.html,2014-2018,18,18,2,454,76*,28.37,585,77.6,0,3,1,"May 30, 1984, Port Moresby",40y 60d,Right hand Bat,"Right arm Medium, Legbreak Googly",Allrounder,
H Hiri (PNG),https://www.espncricinfo.com/ci/content/player/646175.html,2016-2023,34,34,4,454,77,15.13,815,55.7,0,1,3,1-May-95,29y 89d,Right hand Bat,Right arm Offbreak,Middle order Batter,
Minhajul Abedin (BAN),https://www.espncricinfo.com/ci/content/player/55971.html,1986-1999,27,26,2,453,68*,18.87,909,49.83,0,2,3,"September 25, 1965, Chittagong",58y 308d,Right hand Bat,Right arm Offbreak,,
C Karunaratne (SL),https://www.espncricinfo.com/ci/content/player/623695.html,2021-2023,26,24,6,451,75,25.05,575,78.43,0,1,0,"May 29, 1996, Colombo",28y 61d,Right hand Bat,Right arm Medium fast,Bowling Allrounder,
I Kaia (ZIM),https://www.espncricinfo.com/ci/content/player/465327.html,2022-2023,19,19,1,450,110,25,695,64.74,1,2,0,"August 10, 1992, Harare",31y 354d,Right hand Bat,Legbreak,Opening Batter,
Mehrab Hossain (BAN),https://www.espncricinfo.com/ci/content/player/55970.html,1998-2003,18,18,0,449,101,24.94,763,58.84,1,2,2,"September 22, 1978, Dhaka",45y 311d,Right hand Bat,Right arm Medium,,
JL Denly (ENG),https://www.espncricinfo.com/ci/content/player/12454.html,2009-2020,16,13,0,446,87,34.3,629,70.9,0,4,0,"March 16, 1986, Canterbury, Kent",38y 135d,Right hand Bat,Legbreak,Top order Batter,6ft
TE Blain (NZ),https://www.espncricinfo.com/ci/content/player/36297.html,1986-1994,38,38,11,442,49*,16.37,662,66.76,0,0,6,"February 17, 1962, Nelson, Nelson",62y 163d,Right hand Bat,Legbreak,Wicketkeeper Batter,
SAR Silva (SL),https://www.espncricinfo.com/ci/content/player/50432.html,1984-1985,20,20,0,441,85,22.05,838,52.62,0,3,1,"December 12, 1960, Moratuwa",63y 230d,Left hand Bat,Right arm Offbreak,Wicketkeeper Batter,
GR Viswanath (IND),https://www.espncricinfo.com/ci/content/player/35712.html,1974-1982,25,23,1,439,75,19.95,830,52.89,0,2,1,"February 12, 1949, Bhadravati, Mysore",75y 168d,Right hand Bat,Legbreak,Top order Batter,
JP Maher (AUS),https://www.espncricinfo.com/ci/content/player/6462.html,1998-2003,26,20,3,438,95,25.76,673,65.08,0,1,1,"February 27, 1974, Innisfail, Queensland",50y 153d,Left hand Bat,Right arm Medium,Opening Batter,1.82 m
AH Omarshah (ZIM),https://www.espncricinfo.com/ci/content/player/55680.html,1983-1996,28,28,2,437,60*,16.8,860,50.81,0,1,4,"August 07, 1959, Salisbury (now Harare)",64y 357d,Left hand Bat,Right arm Medium,Allrounder,
PL Taylor (AUS),https://www.espncricinfo.com/ci/content/player/7926.html,1987-1992,83,47,25,437,54*,19.86,583,74.95,0,1,4,"August 22, 1956, North Sydney, New South Wales",67y 342d,Left hand Bat,Right arm Offbreak,Bowling Allrounder,
Usman Ghani (AFG),https://www.espncricinfo.com/ci/content/player/711559.html,2014-2022,17,17,0,435,118,25.58,578,75.25,1,2,3,20-Nov-96,27y 252d,Right hand Bat,,Opening Batter,
DN Chudasama (KENYA),https://www.espncricinfo.com/ci/content/player/24692.html,1996-1999,20,19,0,434,122,22.84,685,63.35,1,1,2,"May 20, 1963, Mombasa",61y 70d,Right hand Bat,,,
CJ McDermott (AUS),https://www.espncricinfo.com/ci/content/player/6551.html,1985-1996,138,78,17,432,37,7.08,492,87.8,0,0,15,"April 14, 1965, Raceview, Ipswich, Queensland",59y 106d,Right hand Bat,Right arm Fast,Bowler,1.91 m
CJO Smith (SCOT),https://www.espncricinfo.com/ci/content/player/25112.html,2006-2009,27,26,4,432,59,19.63,640,67.5,0,2,3,"September 27, 1972, Aberdeen",51y 306d,Right hand Bat,,Wicketkeeper Batter,
LM Jongwe (ZIM),https://www.espncricinfo.com/ci/content/player/541224.html,2014-2024,43,36,5,430,46,13.87,513,83.82,0,0,3,"February 06, 1995, Harare",29y 174d,Right hand Bat,Right arm Fast medium,Allrounder,
Shafiqullah (AFG),https://www.espncricinfo.com/ci/content/player/362603.html,2009-2018,24,21,2,430,56,22.63,408,105.39,0,2,4,"August 07, 1989, Nangrahar",34y 357d,Right hand Bat,,Wicketkeeper Batter,
JS Malhotra (USA),https://www.espncricinfo.com/ci/content/player/430105.html,2019-2022,18,18,4,429,173*,30.64,461,93.05,1,1,2,"November 04, 1989, Chandigarh, Punjab",34y 268d,Right hand Bat,Legbreak Googly,Wicketkeeper,
CN Ackermann (NED),https://www.espncricinfo.com/ci/content/player/379774.html,2021-2023,16,15,0,427,81,28.46,543,78.63,0,3,1,"April 04, 1991, George, South Africa",33y 116d,Right hand Bat,Right arm Offbreak,Batting Allrounder,
AS Joseph (WI),https://www.espncricinfo.com/ci/content/player/670031.html,2016-2024,68,41,16,425,49,17,579,73.4,0,0,4,"November 20, 1996, Antigua",27y 252d,Right hand Bat,Right arm Fast,Bowler,
DR Pringle (ENG),https://www.espncricinfo.com/ci/content/player/18627.html,1982-1993,44,30,12,425,49*,23.61,616,68.99,0,0,1,"September 18, 1958, Nairobi, Kenya",65y 315d,Right hand Bat,Right arm Medium,Bowler,6ft 4in
MN van Wyk (SA),https://www.espncricinfo.com/ci/content/player/47711.html,2003-2015,17,17,1,425,82,26.56,617,68.88,0,4,2,"March 20, 1979, Bloemfontein, Orange Free State",45y 131d,Right hand Bat,Slow Left arm Orthodox,Wicketkeeper Batter,
AK Sharma (IND),https://www.espncricinfo.com/ci/content/player/33943.html,1988-1993,31,27,6,424,59*,20.19,469,90.4,0,3,2,"April 03, 1964, Delhi",60y 117d,Right hand Bat,Slow Left arm Orthodox,Middle order Batter,
RC Russell (ENG),https://www.espncricinfo.com/ci/content/player/19500.html,1987-1998,40,31,7,423,50,17.62,638,66.3,0,1,0,"August 15, 1963, Stroud, Gloucestershire",60y 349d,Left hand Bat,Right arm Offbreak,Wicketkeeper Batter,
M Jansen (SA),https://www.espncricinfo.com/ci/content/player/696401.html,2022-2023,23,19,5,422,75*,30.14,373,113.13,0,1,1,1-May-00,24y 89d,Right hand Bat,Left arm Medium fast,Bowling Allrounder,
AS Hansra (CAN),https://www.espncricinfo.com/ci/content/player/418615.html,2010-2014,24,22,4,421,70*,23.38,725,58.06,0,2,2,"December 29, 1984, Ludhiana, India",39y 213d,Right hand Bat,"Right arm Medium, Right arm Slow",Allrounder,
S Prasanna (SL),https://www.espncricinfo.com/ci/content/player/268740.html,2011-2019,40,37,3,421,95,12.38,445,94.6,0,2,7,"June 27, 1985, Balapitiya",39y 32d,Right hand Bat,Legbreak,Allrounder,5ft 9in
SMA Priyanjan (SL),https://www.espncricinfo.com/ci/content/player/233802.html,2013-2015,23,20,2,420,74,23.33,522,80.45,0,2,0,"August 14, 1989, Colombo",34y 350d,Right hand Bat,Right arm Offbreak,Allrounder,5ft 6in
AR Adams (NZ),https://www.espncricinfo.com/ci/content/player/36192.html,2001-2007,42,34,10,419,45,17.45,417,100.47,0,0,1,"July 17, 1975, Auckland",49y 12d,Right hand Bat,Right arm Fast medium,Allrounder,5ft 11in
SR Waters (KENYA),https://www.espncricinfo.com/ci/content/player/352894.html,2008-2011,20,20,0,419,74,20.95,751,55.79,0,2,2,"April 11, 1990, Nairobi, Kenya",34y 109d,Right hand Bat,Legbreak,Opening Batter,6ft
Abdullah Shafique (PAK),https://www.espncricinfo.com/ci/content/player/922941.html,2022-2023,12,12,0,416,113,34.66,471,88.32,1,4,1,"November 20, 1999, Sialkot",24y 252d,Right hand Bat,Right arm Offbreak,Top order Batter,
CO Browne (WI),https://www.espncricinfo.com/ci/content/player/51232.html,1995-2005,46,32,8,415,46*,17.29,590,70.33,0,0,3,"December 07, 1970, Lambeth, London, England",53y 235d,Right hand Bat,,Wicketkeeper Batter,
Farhad Reza (BAN),https://www.espncricinfo.com/ci/content/player/55894.html,2006-2011,34,31,6,412,50,16.48,636,64.77,0,1,2,"June 16, 1986, Rajshahi",38y 43d,Right hand Bat,Right arm Fast medium,Allrounder,
Karan KC (NEP),https://www.espncricinfo.com/ci/content/player/800675.html,2018-2024,51,36,8,412,42,14.71,489,84.25,0,0,4,"October 10, 1991, Sigana V.D.C, Baglung",32y 293d,Right hand Bat,Right arm Fast,Allrounder,
JP Inglis (AUS),https://www.espncricinfo.com/ci/content/player/662235.html,2022-2024,21,19,1,411,65,22.83,391,105.11,0,3,2,"March 04, 1995, Leeds, Yorkshire, England",29y 147d,Right hand Bat,,Wicketkeeper Batter,
Suraj Kumar (OMA),https://www.espncricinfo.com/ci/content/player/1156690.html,2019-2023,24,20,6,410,62*,29.28,533,76.92,0,3,2,"November 29, 1988, Santokh Pura, Jalandhar, Punjab",35y 243d,Right hand Bat,,Wicketkeeper Batter,
Ahmed Raza (UAE),https://www.espncricinfo.com/ci/content/player/245490.html,2014-2022,53,41,7,409,50,12.02,674,60.68,0,1,7,"October 10, 1988, Sharjah",35y 293d,Right hand Bat,Slow Left arm Orthodox,Bowler,
GB Brent (ZIM),https://www.espncricinfo.com/ci/content/player/55269.html,1996-2008,70,54,20,408,59*,12,698,58.45,0,1,3,"January 13, 1976, Sinoia (now Chinhoyi), Mashonaland",48y 198d,Right hand Bat,Right arm Medium,Bowler,
Pargat Singh (CAN),https://www.espncricinfo.com/ci/content/player/446690.html,2023-2024,11,11,1,408,102,40.8,487,83.77,1,3,1,"April 13, 1992, Ropar",32y 107d,Right hand Bat,Right arm Offbreak,Allrounder,
HC Brook (ENG),https://www.espncricinfo.com/ci/content/player/911707.html,2023-2023,15,15,1,407,80,29.07,429,94.87,0,3,1,"February 22, 1999, Keighley, Yorkshire",25y 158d,Right hand Bat,Right arm Medium,Batter,
CB Lambert (USA/WI),https://www.espncricinfo.com/ci/content/player/25635.html,1990-2004,12,12,0,407,119,33.91,540,75.37,1,2,1,"February 10, 1962, Islington, West Bank, Berbice, British Guiana",62y 170d,Left hand Bat,Right arm Offbreak,,
Mohammad Nawaz (3) (PAK),https://www.espncricinfo.com/ci/content/player/348148.html,2016-2023,37,28,6,406,53,18.45,458,88.64,0,1,0,"March 21, 1994, Rawalpindi, Punjab",30y 130d,Left hand Bat,Slow Left arm Orthodox,Allrounder,
RW Price (ZIM),https://www.espncricinfo.com/ci/content/player/55698.html,2002-2012,102,59,17,406,46,9.66,701,57.91,0,0,10,"June 12, 1976, Salisbury (now Harare)",48y 47d,Right hand Bat,Slow Left arm Orthodox,Bowler,
IR Bishop (WI),https://www.espncricinfo.com/ci/content/player/51226.html,1988-1997,84,44,19,405,33*,16.2,776,52.19,0,0,3,"October 24, 1967, Belmont, Port-of-Spain, Trinidad",56y 279d,Right hand Bat,Right arm Fast,Bowler,
EA Brandes (ZIM),https://www.espncricinfo.com/ci/content/player/55267.html,1987-1999,59,41,10,404,55,13.03,448,90.17,0,2,3,"March 05, 1963, Port Shepstone, Natal, South Africa",61y 146d,Right hand Bat,Right arm Fast medium,Allrounder,
ID Blackwell (ENG),https://www.espncricinfo.com/ci/content/player/9117.html,2002-2006,34,29,2,403,82,14.92,465,86.66,0,1,6,"June 10, 1978, Chesterfield, Derbyshire",46y 49d,Left hand Bat,Slow Left arm Orthodox,Allrounder,6ft 2in
F Mutizwa (ZIM),https://www.espncricinfo.com/ci/content/player/55641.html,2009-2011,17,15,2,403,79,31,502,80.27,0,4,2,"August 24, 1985, Harare",38y 340d,Right hand Bat,Right arm Offbreak,Wicketkeeper Batter,
JP Bray (IRE),https://www.espncricinfo.com/ci/content/player/4433.html,2006-2007,15,15,1,401,116,28.64,594,67.5,2,0,2,"November 30, 1973, Newtown, Sydney, New South Wales",50y 242d,Left hand Bat,,,
RG de Alwis (SL),https://www.espncricinfo.com/ci/content/player/48446.html,1983-1988,31,27,8,401,59*,21.1,512,78.32,0,2,2,"February 15, 1960, Colombo",,Right hand Bat,,Wicketkeeper Batter,
S Madan Lal (IND),https://www.espncricinfo.com/ci/content/player/30873.html,1974-1987,67,35,14,401,53*,19.09,645,62.17,0,1,1,"March 20, 1951, Amritsar, Punjab",73y 131d,Right hand Bat,Right arm Medium,Bowler,
MR Adair (IRE),https://www.espncricinfo.com/ci/content/player/526441.html,2019-2024,48,34,12,400,32,18.18,364,109.89,0,0,3,"March 27, 1996, Holywood, Northern Ireland",28y 124d,Right hand Bat,Right arm Fast medium,Bowling Allrounder,
TBM de Leede (NED),https://www.espncricinfo.com/ci/content/player/24882.html,1996-2007,29,25,1,400,58*,16.66,628,63.69,0,2,4,"January 25, 1968, Leidschendam",56y 186d,Right hand Bat,Right arm Medium,Allrounder,
WS Jayantha (SL),https://www.espncricinfo.com/ci/content/player/49347.html,2004-2004,17,17,2,400,74*,26.66,530,75.47,0,2,2,"January 26, 1974, Ambalangoda",50y 185d,Right hand Bat,Right arm Offbreak,,
Mushtaq Ahmed (PAK),https://www.espncricinfo.com/ci/content/player/41316.html,1989-2003,144,76,34,399,34*,9.5,698,57.16,0,0,10,"June 28, 1970, Sahiwal, Punjab",54y 31d,Right hand Bat,Legbreak Googly,Bowler,5ft 4in
Sohail Tanvir (PAK),https://www.espncricinfo.com/ci/content/player/43265.html,2007-2014,62,40,11,399,59,13.75,458,87.11,0,1,3,"December 12, 1984, Rawalpindi, Punjab",39y 230d,Left hand Bat,Left arm Medium fast,Bowler,
R Shepherd (WI),https://www.espncricinfo.com/ci/content/player/677077.html,2019-2024,31,25,3,398,50,18.09,389,102.31,0,1,3,"November 26, 1994, Guyana",29y 246d,Right hand Bat,Right arm Fast medium,Bowling Allrounder,
DR Chumney (CAN),https://www.espncricinfo.com/ci/content/player/23767.html,2003-2007,21,21,2,397,48,20.89,595,66.72,0,0,0,"January 08, 1968, St Kitts",56y 203d,Right hand Bat,Right arm Offbreak,,
Mohammad Naveed (UAE),https://www.espncricinfo.com/ci/content/player/533862.html,2014-2019,39,34,10,397,45,16.54,323,122.91,0,0,2,3-Jun-87,37y 56d,Right hand Bat,Right arm Medium,Bowler,
IA Karim (KENYA),https://www.espncricinfo.com/ci/content/player/348016.html,2011-2014,9,9,0,396,112,44,522,75.86,2,1,0,25-Sep-92,31y 308d,Left hand Bat,Right arm Offbreak,Wicketkeeper Batter,
BM Duckett (ENG),https://www.espncricinfo.com/ci/content/player/521637.html,2016-2023,11,11,1,395,107*,39.5,424,93.16,1,3,2,"October 17, 1994, Farnborough, Kent",29y 286d,Left hand Bat,Right arm Offbreak,Top order Batter,
Naseem Khushi (OMA),https://www.espncricinfo.com/ci/content/player/1077310.html,2020-2023,32,25,2,395,69,17.17,351,112.53,0,1,3,"August 11, 1982, Sialkot",41y 353d,Right hand Bat,,Wicketkeeper,
R Trumpelmann (NAM),https://www.espncricinfo.com/ci/content/player/698317.html,2021-2024,38,30,6,395,55*,16.45,464,85.12,0,1,4,"February 01, 1998, Durban",26y 179d,Right hand Bat,Left arm Fast,Bowler,
AB Barath (WI),https://www.espncricinfo.com/ci/content/player/274926.html,2010-2012,14,14,1,394,113,30.3,612,64.37,1,1,2,"April 14, 1990, Chaguanas, Trinidad",34y 106d,Right hand Bat,Right arm Offbreak,Opening Batter,
Shoaib Akhtar (Asia/ICC/PAK),https://www.espncricinfo.com/ci/content/player/42655.html,1998-2011,163,84,40,394,43,8.95,538,73.23,0,0,11,"August 13, 1975, Rawalpindi, Punjab",48y 351d,Right hand Bat,Right arm Fast,Bowler,
T Thushara (SL),https://www.espncricinfo.com/ci/content/player/49677.html,2008-2010,38,27,6,392,54*,18.66,424,92.45,0,1,4,"March 01, 1981, Balapitiya",43y 150d,Left hand Bat,Left arm Fast medium,Bowler,
PJ Ongondo (Afr/KENYA),https://www.espncricinfo.com/ci/content/player/24762.html,1999-2011,79,62,19,391,36,9.09,621,62.96,0,0,9,"February 10, 1977, Nairobi, Kenya",47y 170d,Right hand Bat,Right arm Fast medium,Bowler,
Aryan Lakra (UAE),https://www.espncricinfo.com/ci/content/player/1058989.html,2022-2023,16,16,0,387,84,24.18,668,57.93,0,4,2,"December 13, 2001, Sonepat, Haryana",22y 229d,Left hand Bat,Slow Left arm Orthodox,Bowler,
Mirwais Ashraf (AFG),https://www.espncricinfo.com/ci/content/player/387420.html,2009-2016,46,38,11,387,52*,14.33,543,71.27,0,1,3,"September 04, 1988, Kunduz",35y 329d,Right hand Bat,Right arm Fast medium,Bowler,
CM McBride (SCOT),https://www.espncricinfo.com/ci/content/player/1027779.html,2022-2023,18,17,1,386,56,24.12,539,71.61,0,1,2,"June 26, 1999, Dumfries",25y 33d,Right hand Bat,Right arm Medium,Top order Batter,
SA Engelbrecht (NED),https://www.espncricinfo.com/ci/content/player/315035.html,2023-2024,12,12,1,385,70,35,587,65.58,0,2,0,"September 15, 1988, Johannesburg, Transvaal (now Gauteng)",35y 318d,Right hand Bat,Right arm Offbreak,Allrounder,
AF Giles (ENG),https://www.espncricinfo.com/ci/content/player/13368.html,1997-2005,62,35,13,385,41,17.5,551,69.87,0,0,2,"March 19, 1973, Chertsey, Surrey",51y 132d,Right hand Bat,Slow Left arm Orthodox,Bowler,6ft 4in
H Thaker (CAN),https://www.espncricinfo.com/ci/content/player/914503.html,2023-2024,12,12,3,384,111*,42.66,570,67.36,2,0,0,24-Oct-97,26y 279d,Right hand Bat,Right arm Offbreak,Allrounder,
Hannan Sarkar (BAN),https://www.espncricinfo.com/ci/content/player/55915.html,2002-2004,20,20,0,383,61,19.15,713,53.71,0,3,2,"December 01, 1982, Dhaka",41y 241d,Right hand Bat,Right arm Medium,Opening Batter,
Hasan Ali (PAK),https://www.espncricinfo.com/ci/content/player/681305.html,2016-2023,66,38,11,383,59,14.18,327,117.12,0,2,4,"July 02, 1994, Gujranwala, Punjab",30y 27d,Right hand Bat,Right arm Medium fast,Bowler,
Sadiq Mohammad (PAK),https://www.espncricinfo.com/ci/content/player/42601.html,1973-1980,19,19,1,383,74,21.27,755,50.72,0,2,0,"May 03, 1945, Junagadh, Gujarat, India",79y 87d,Left hand Bat,Legbreak Googly,Opening Batter,
Asif Ali (PAK),https://www.espncricinfo.com/ci/content/player/494230.html,2018-2022,21,16,1,382,52,25.46,314,121.65,0,3,0,"October 01, 1991, Faisalabad, Punjab",32y 302d,Right hand Bat,Right arm Offbreak,Middle order Batter,
SR Mukkamalla (USA),https://www.espncricinfo.com/ci/content/player/1193310.html,2022-2023,17,17,1,381,120*,23.81,497,76.65,1,1,3,"April 09, 2004, Plainsboro, New Jersey",20y 111d,Right hand Bat,Right arm Offbreak,Opening Batter,
MH Dekker (ZIM),https://www.espncricinfo.com/ci/content/player/55367.html,1992-1996,23,22,2,379,79,18.95,798,47.49,0,2,0,"December 05, 1969, Gatooma (now Kadoma), Mashonaland",54y 237d,Left hand Bat,"Left arm Medium, Slow Left arm Orthodox",Top order Batter,
CN Greaves (SCOT),https://www.espncricinfo.com/ci/content/player/873199.html,2022-2024,29,22,6,379,56*,23.68,421,90.02,0,2,1,12-Oct-90,33y 291d,Right hand Bat,Legbreak,Bowler,
DM Wellham (AUS),https://www.espncricinfo.com/ci/content/player/8198.html,1981-1987,17,17,2,379,97,25.26,699,54.22,0,1,0,"March 13, 1959, Summer Hill, Sydney, New South Wales",65y 138d,Right hand Bat,,,
U Bhatti (CAN),https://www.espncricinfo.com/ci/content/player/23865.html,2006-2010,36,30,8,378,46,17.18,513,73.68,0,0,2,"January 04, 1984, Lahore, Punjab, Pakistan",40y 207d,Left hand Bat,Left arm Medium,Bowler,
