Player Name,Player URL,Span,Matches,Innings,NO,Runs,HS,Ave,BF,SR,100,50,0,Born,Age,Batting Style,Bowling Style,Playing Role,Height
BF Hastings (NZ),https://www.espncricinfo.com/ci/content/player/37243.html,1973-1975,11,9,1,151,37,18.87,271,55.71,0,0,1,"March 23, 1940, Island Bay, Wellington",84y 128d,Right hand Bat,Legbreak Googly,Top order Batter,
VD Philander (SA),https://www.espncricinfo.com/ci/content/player/46945.html,2007-2015,30,19,7,151,30*,12.58,213,70.89,0,0,3,"June 24, 1985, Bellville, South Africa",39y 35d,Right hand Bat,Right arm Fast medium,Allrounder,
RG Aga (KENYA),https://www.espncricinfo.com/ci/content/player/24716.html,2004-2014,12,9,0,150,86,16.66,209,71.77,0,1,1,"July 10, 1984, Nairobi",40y 19d,Right hand Bat,Right arm Medium fast,Bowler,
NA Foster (ENG),https://www.espncricinfo.com/ci/content/player/12879.html,1984-1989,48,25,12,150,24,11.53,244,61.47,0,0,3,"May 06, 1962, Colchester, Essex",62y 84d,Right hand Bat,Right arm Fast medium,Bowler,6ft 4in
GD Barlow (ENG),https://www.espncricinfo.com/ci/content/player/8990.html,1976-1977,6,6,1,149,80*,29.8,255,58.43,0,1,2,"March 26, 1950, Folkestone, Kent",74y 125d,Left hand Bat,Right arm Medium,,5ft 10in
AR Khurasiya (IND),https://www.espncricinfo.com/ci/content/player/30112.html,1999-2001,12,11,0,149,57,13.54,188,79.25,0,1,1,"May 18, 1972, Jabalpur, Madhya Pradesh",52y 72d,Left hand Bat,Slow Left arm Orthodox,,
BOP Fernando (SL),https://www.espncricinfo.com/ci/content/player/366725.html,2019-2021,8,8,0,148,49,18.5,230,64.34,0,0,1,"April 15, 1992, Colombo",32y 105d,Right hand Bat,Legbreak,Top order Batter,5ft 11in
Khalid Latif (PAK),https://www.espncricinfo.com/ci/content/player/41046.html,2008-2010,5,5,0,147,64,29.4,228,64.47,0,1,1,"November 04, 1985, Karachi, Sindh",38y 268d,Right hand Bat,Right arm Offbreak,Top order Batter,
Nazimuddin (BAN),https://www.espncricinfo.com/ci/content/player/56059.html,2008-2012,11,11,0,147,47,13.36,237,62.02,0,0,0,1-Oct-85,38y 302d,Right hand Bat,Right arm Medium,Batter,
GM Strydom (ZIM),https://www.espncricinfo.com/ci/content/player/55782.html,2006-2006,12,10,0,147,58,14.7,225,65.33,0,1,2,"March 26, 1984, Pretoria, Transvaal, South Africa",40y 125d,Right hand Bat,Right arm Medium,,
D Williams (WI),https://www.espncricinfo.com/ci/content/player/53230.html,1988-1997,36,23,7,147,32*,9.18,242,60.74,0,0,4,"November 04, 1963, Penal, Trinidad",60y 268d,Right hand Bat,Legbreak,Wicketkeeper Batter,
JA Burns (AUS),https://www.espncricinfo.com/ci/content/player/326632.html,2015-2015,6,6,0,146,69,24.33,184,79.34,0,1,1,"September 06, 1989, Herston, Brisbane, Queensland",34y 327d,Right hand Bat,"Right arm Medium, Right arm Offbreak",Batter,
TS Chisoro (ZIM),https://www.espncricinfo.com/ci/content/player/235519.html,2015-2020,21,17,6,146,42*,13.27,234,62.39,0,0,2,"February 12, 1988, Masvingo",36y 168d,Left hand Bat,"Left arm Fast medium, Slow Left arm Orthodox",Bowler,
Fayyaz Butt (OMA),https://www.espncricinfo.com/ci/content/player/436749.html,2019-2024,27,17,8,146,32*,16.22,197,74.11,0,0,1,"August 17, 1993, Sialkot, Punjab",30y 347d,Right hand Bat,Right arm Medium fast,Bowler,
SE Findlay (WI),https://www.espncricinfo.com/ci/content/player/51865.html,2008-2009,9,8,1,146,59*,20.85,194,75.25,0,1,0,"March 03, 1984, Mandeville, Jamaica",40y 148d,Left hand Bat,Right arm Medium,Batter,
K Zondo (SA),https://www.espncricinfo.com/ci/content/player/318842.html,2018-2021,6,6,1,146,54,29.2,231,63.2,0,1,0,"March 07, 1990, Westville, Durban",34y 144d,Right hand Bat,Right arm Offbreak,Batter,
R Clarke (ENG),https://www.espncricinfo.com/ci/content/player/11724.html,2003-2006,20,13,0,144,39,11.07,232,62.06,0,0,2,"September 29, 1981, Orsett, Essex",42y 304d,Right hand Bat,Right arm Medium fast,Allrounder,6ft 4in
DK Liyanage (SL),https://www.espncricinfo.com/ci/content/player/49554.html,1992-2001,16,11,2,144,43,16,207,69.56,0,0,0,"June 06, 1972, Kalutara",52y 53d,Left hand Bat,Right arm Fast medium,,
LN Onyango (KENYA),https://www.espncricinfo.com/ci/content/player/24711.html,1996-2014,29,18,7,144,34*,13.09,188,76.59,0,0,2,"September 22, 1973, Nairobi",50y 311d,Right hand Bat,Right arm Medium,Bowler,
Rubel Hossain (BAN),https://www.espncricinfo.com/ci/content/player/300619.html,2009-2021,104,53,24,144,17,4.96,277,51.98,0,0,11,"January 01, 1990, Bagerhat, Khulna",34y 210d,Right hand Bat,Right arm Fast,Bowler,
HL Carlyon (JER),https://www.espncricinfo.com/ci/content/player/1062706.html,2023-2023,5,5,0,143,85,28.6,166,86.14,0,1,0,"January 23, 2001, Jersey",23y 188d,Right hand Bat,Right arm Offbreak,,
C Tear (SCOT),https://www.espncricinfo.com/ci/content/player/1266476.html,2024-2024,6,6,2,143,54*,35.75,183,78.14,0,1,0,12-Jun-04,20y 47d,Right hand Bat,,Wicketkeeper Batter,
Abdur Rehman (PAK),https://www.espncricinfo.com/ci/content/player/39091.html,2006-2014,31,23,6,142,31,8.35,263,53.99,0,0,4,"March 01, 1980, Sialkot, Punjab",44y 150d,Left hand Bat,Slow Left arm Orthodox,Bowler,
EH Hutchinson (USA),https://www.espncricinfo.com/ci/content/player/552881.html,2019-2021,11,8,2,142,49*,23.66,143,99.3,0,0,1,"August 11, 1982, Westmoreland, Jamaica",41y 353d,Right hand Bat,Left arm Fast medium,,
CM Kuggeleijn (NZ),https://www.espncricinfo.com/ci/content/player/37532.html,1988-1989,16,11,2,142,40,15.77,223,63.67,0,0,1,"May 10, 1956, Auckland",68y 80d,Right hand Bat,Right arm Offbreak,,
D Langford-Smith (IRE),https://www.espncricinfo.com/ci/content/player/243942.html,2006-2008,22,17,8,142,31*,15.77,133,106.76,0,0,2,"December 07, 1976, Sydney, New South Wales, Australia",47y 235d,Right hand Bat,Right arm Fast medium,,
MB Loye (ENG),https://www.espncricinfo.com/ci/content/player/16362.html,2007-2007,7,7,0,142,45,20.28,184,77.17,0,0,1,"September 27, 1972, Northampton",51y 306d,Right hand Bat,Right arm Offbreak,Opening Batter,6ft 3in
KNA Bandara (SL),https://www.espncricinfo.com/ci/content/player/958691.html,2021-2023,6,5,1,141,55*,35.25,217,64.97,0,2,0,"November 23, 1998, Galle",25y 249d,Right hand Bat,Legbreak,Middle order Batter,
DE Bernard (WI),https://www.espncricinfo.com/ci/content/player/51300.html,2003-2010,20,12,2,141,38,14.1,219,64.38,0,0,1,"July 19, 1981, Kingston, Jamaica",43y 10d,Right hand Bat,Right arm Medium fast,,
ARC Fraser (ENG),https://www.espncricinfo.com/ci/content/player/12909.html,1989-1999,42,20,9,141,38*,12.81,208,67.78,0,0,1,"August 08, 1965, Billinge, Lancashire",58y 356d,Right hand Bat,Right arm Fast medium,Bowler,6ft 6in
OD Gibson (WI),https://www.espncricinfo.com/ci/content/player/51885.html,1995-1997,15,11,1,141,52,14.1,138,102.17,0,1,1,"March 16, 1969, Sion Hill, St Peter, Barbados",55y 135d,Right hand Bat,Right arm Fast,Allrounder,6ft 2in
CR Matthews (SA),https://www.espncricinfo.com/ci/content/player/46189.html,1991-1997,56,22,9,141,26,10.84,202,69.8,0,0,3,"February 15, 1965, Cape Town, Cape Province",59y 165d,Right hand Bat,Right arm Fast medium,Bowler,
A Nehra (Asia/IND),https://www.espncricinfo.com/ci/content/player/31820.html,2001-2011,120,46,21,141,24,5.64,246,57.31,0,0,9,"April 29, 1979, Delhi",45y 91d,Right hand Bat,Left arm Medium fast,Bowler,
Shahid Saeed (PAK),https://www.espncricinfo.com/ci/content/player/42647.html,1989-1993,10,10,0,141,50,14.1,316,44.62,0,1,0,"January 06, 1966, Lahore, Punjab",58y 205d,Right hand Bat,Right arm Medium,,
CAH Stevenson (USA),https://www.espncricinfo.com/ci/content/player/953793.html,2019-2022,18,18,5,141,34*,10.84,211,66.82,0,0,3,"October 30, 1992, Kew, Victoria",31y 273d,Right hand Bat,Right arm Fast medium,Allrounder,
VJ Wells (ENG),https://www.espncricinfo.com/ci/content/player/22365.html,1999-1999,9,7,0,141,39,20.14,253,55.73,0,0,0,"August 06, 1965, Dartford, Kent",58y 358d,Right hand Bat,Right arm Medium,Allrounder,
M Bhanuka (SL),https://www.espncricinfo.com/ci/content/player/629075.html,2019-2021,6,6,0,140,36,23.33,194,72.16,0,0,0,29-Apr-95,29y 91d,Left hand Bat,,Top order Batter,
AF Buurman (NED),https://www.espncricinfo.com/ci/content/player/24996.html,2007-2011,17,11,2,140,34,15.55,179,78.21,0,0,2,"March 21, 1982, Dordrecht",42y 130d,Right hand Bat,,Wicketkeeper Batter,
HMRKB Herath (SL),https://www.espncricinfo.com/ci/content/player/49178.html,2004-2015,71,30,15,140,17*,9.33,217,64.51,0,0,3,"March 19, 1978, Kurunegala",46y 132d,Left hand Bat,Slow Left arm Orthodox,Bowler,
JM Wiener (AUS),https://www.espncricinfo.com/ci/content/player/8224.html,1979-1980,7,7,0,140,50,20,324,43.2,0,1,0,"May 01, 1955, Melbourne, Victoria",69y 89d,Right hand Bat,Right arm Offbreak,,
MV Fleming (ENG),https://www.espncricinfo.com/ci/content/player/12850.html,1997-1998,11,10,1,139,33,15.44,137,101.45,0,0,1,"December 12, 1964, Macclesfield, Cheshire",59y 230d,Right hand Bat,Right arm Medium,,
JW Jenner (JER),https://www.espncricinfo.com/ci/content/player/526462.html,2023-2023,5,5,0,139,76,27.8,194,71.64,0,1,1,"December 04, 1997, Guernsey",26y 238d,Right hand Bat,Right arm Offbreak,,
KH MacLeay (AUS),https://www.espncricinfo.com/ci/content/player/6453.html,1983-1987,16,13,2,139,41,12.63,170,81.76,0,0,0,"April 02, 1959, Bradford-on-Avon, Wiltshire, England",65y 118d,Right hand Bat,Right arm Medium,,
SN Netravalkar (USA),https://www.espncricinfo.com/ci/content/player/398513.html,2019-2023,48,29,14,139,19*,9.26,230,60.43,0,0,3,"October 16, 1991, Mumbai",32y 287d,Right hand Bat,Left arm Fast medium,Bowler,
EAR de Silva (SL),https://www.espncricinfo.com/ci/content/player/48456.html,1986-1992,28,20,6,138,19*,9.85,241,57.26,0,0,2,"March 28, 1956, Kalutara",68y 123d,Left hand Bat,Legbreak Googly,Bowler,
GN Edwards (NZ),https://www.espncricinfo.com/ci/content/player/36952.html,1976-1981,6,6,0,138,41,23,191,72.25,0,0,1,"May 27, 1955, Nelson, Nelson",,Right hand Bat,,,
KA Hope (WI),https://www.espncricinfo.com/ci/content/player/443150.html,2017-2017,7,6,0,138,46,23,192,71.87,0,0,0,"November 20, 1988, Barbados",35y 252d,Right hand Bat,Right arm Offbreak,Middle order Batter,
RJ Bailey (ENG),https://www.espncricinfo.com/ci/content/player/8942.html,1985-1990,4,4,2,137,43*,68.5,196,69.89,0,0,0,"October 28, 1963, Biddulph, Staffordshire",60y 275d,Right hand Bat,Right arm Offbreak,,
RM Hogg (AUS),https://www.espncricinfo.com/ci/content/player/5685.html,1979-1985,71,35,20,137,22,9.13,217,63.13,0,0,2,"March 05, 1951, Richmond, Melbourne, Victoria",73y 146d,Right hand Bat,Right arm Fast,Bowler,
APB Tennekoon (SL),https://www.espncricinfo.com/ci/content/player/50742.html,1975-1979,4,4,0,137,59,34.25,207,66.18,0,1,1,"October 29, 1946, Anuradhapura",77y 274d,Right hand Bat,Slow Left arm Orthodox,,
ST Finn (ENG),https://www.espncricinfo.com/ci/content/player/210283.html,2011-2017,69,30,13,136,35,8,223,60.98,0,0,7,"April 04, 1989, Watford, Hertfordshire",35y 116d,Right hand Bat,Right arm Fast medium,Bowler,6ft 7in
G Miller (ENG),https://www.espncricinfo.com/ci/content/player/17025.html,1977-1984,25,18,2,136,46,8.5,265,51.32,0,0,3,"September 08, 1952, Chesterfield, Derbyshire",71y 325d,Right hand Bat,Right arm Offbreak,Allrounder,6ft 2in
LG Rowe (WI),https://www.espncricinfo.com/ci/content/player/52823.html,1975-1980,11,8,0,136,60,17,244,55.73,0,1,0,"January 08, 1949, Whitfield Town, Kingston, Jamaica",75y 203d,Right hand Bat,Left arm Fast medium,Top order Batter,
Saad Bin Zafar (CAN),https://www.espncricinfo.com/ci/content/player/359746.html,2023-2024,12,10,2,136,31*,17,202,67.32,0,0,0,"November 10, 1986, Gujranwala, Punjab, Pakistan",37y 262d,Left hand Bat,Slow Left arm Orthodox,Allrounder,
KD Shah (HKG),https://www.espncricinfo.com/ci/content/player/401537.html,2014-2018,10,10,1,136,34*,15.11,238,57.14,0,0,2,"December 09, 1995, Mumbai",28y 233d,Left hand Bat,Right arm Offbreak,Top order Batter,
A Sharma (UAE),https://www.espncricinfo.com/ci/content/player/1294141.html,2023-2023,7,7,0,136,57,19.42,178,76.4,0,1,1,3-Dec-04,19y 239d,Right hand Bat,,Wicketkeeper Batter,
R Vijay Bharadwaj (IND),https://www.espncricinfo.com/ci/content/player/35673.html,1999-2002,10,9,4,136,41*,27.2,194,70.1,0,0,1,"August 15, 1975, Bangalore, Karnataka",48y 349d,Right hand Bat,Right arm Offbreak,,
SRD Wettimuny (SL),https://www.espncricinfo.com/ci/content/player/50840.html,1975-1979,3,3,1,136,67,68,242,56.19,0,2,0,"February 02, 1949, Colombo",75y 178d,Right hand Bat,Right arm Medium,,
Kaleemullah (OMA),https://www.espncricinfo.com/ci/content/player/1077307.html,2019-2024,43,26,10,135,20,8.43,134,100.74,0,0,3,"December 24, 1990, Gujranwala, Pakistan",33y 218d,Right hand Bat,Right arm Medium,Bowler,
T Banton (ENG),https://www.espncricinfo.com/ci/content/player/877051.html,2020-2020,6,5,0,134,58,26.8,145,92.41,0,1,0,"November 11, 1998, Chiltern, Buckinghamshire",25y 261d,Right hand Bat,,Wicketkeeper Batter,
PA Browne (WI),https://www.espncricinfo.com/ci/content/player/51437.html,2008-2008,5,5,1,134,49*,33.5,179,74.86,0,0,0,"January 26, 1982, Bayfield, St Philip, Barbados",42y 185d,Right hand Bat,,Batter,
Krishna Chandran (UAE),https://www.espncricinfo.com/ci/content/player/290645.html,2014-2016,12,10,2,134,43,16.75,274,48.9,0,0,3,"August 24, 1984, Kollengode, Kerala",39y 340d,Right hand Bat,Right arm Medium fast,Allrounder,
Shafiul Islam (BAN),https://www.espncricinfo.com/ci/content/player/288305.html,2010-2020,60,34,12,134,24*,6.09,240,55.83,0,0,9,"October 06, 1989, Bogra",34y 297d,Right hand Bat,Right arm Fast medium,Bowler,
Arshad Khan (PAK),https://www.espncricinfo.com/ci/content/player/39005.html,1993-2006,58,29,18,133,20,12.09,217,61.29,0,0,5,"March 22, 1971, Peshawar, North-West Frontier Province",53y 129d,Right hand Bat,Right arm Offbreak,Bowler,
MD Bell (NZ),https://www.espncricinfo.com/ci/content/player/36294.html,1998-2001,7,7,0,133,66,19,268,49.62,0,1,0,"February 25, 1977, Dunedin, Otago",47y 155d,Right hand Bat,Right arm Offbreak,,
NS Dhaliwal (CAN),https://www.espncricinfo.com/ci/content/player/817069.html,2024-2024,7,7,0,133,50,19,230,57.82,0,1,0,"October 10, 1988, Chandigarh, Punjab",35y 293d,Right hand Bat,Right arm Medium fast,Middle order Batter,
RJ Sidebottom (ENG),https://www.espncricinfo.com/ci/content/player/20187.html,2001-2010,25,18,8,133,24,13.3,194,68.55,0,0,2,"January 15, 1978, Huddersfield, Yorkshire",46y 196d,Left hand Bat,Left arm Fast medium,Bowler,6ft 4in
RK Chauhan (IND),https://www.espncricinfo.com/ci/content/player/27622.html,1993-1997,35,18,5,132,32,10.15,171,77.19,0,0,4,"December 19, 1966, Ranchi, Bihar",57y 223d,Right hand Bat,Right arm Offbreak,Bowler,
D Keulder (NAM),https://www.espncricinfo.com/ci/content/player/24796.html,2003-2003,6,6,0,132,52,22,220,60,0,1,1,"August 02, 1973, Namibia",50y 362d,Right hand Bat,Right arm Offbreak,,
Zawar Farid (UAE),https://www.espncricinfo.com/ci/content/player/1196500.html,2020-2023,10,8,1,132,32*,18.85,139,94.96,0,0,0,"July 25, 1992, Sahiwal",32y 4d,Right hand Bat,Right arm Medium,Bowler,
Bazid Khan (PAK),https://www.espncricinfo.com/ci/content/player/39956.html,2004-2008,5,5,0,131,66,26.2,232,56.46,0,2,1,"March 25, 1981, Lahore, Punjab",43y 126d,Right hand Bat,Right arm Offbreak,,
TS Kamunhukamwe (ZIM),https://www.espncricinfo.com/ci/content/player/713811.html,2018-2024,12,12,0,131,51,10.91,164,79.87,0,1,3,"July 10, 1995, Chitungwiza",29y 19d,Right hand Bat,Right arm Offbreak,Opening Batter,
MSK Prasad (IND),https://www.espncricinfo.com/ci/content/player/32346.html,1998-1999,17,11,2,131,63,14.55,225,58.22,0,1,2,"April 24, 1975, Guntur, Andhra Pradesh",49y 96d,Right hand Bat,,,
KH Pandya (IND),https://www.espncricinfo.com/ci/content/player/471342.html,2021-2021,5,4,2,130,58*,65,128,101.56,0,1,0,"March 24, 1991, Ahmedabad, Gujarat",33y 127d,Left hand Bat,Slow Left arm Orthodox,Allrounder,
Sajid Ali (PAK),https://www.espncricinfo.com/ci/content/player/42610.html,1984-1997,13,12,0,130,28,10.83,293,44.36,0,0,0,"July 01, 1963, Karachi, Sind",61y 28d,Right hand Bat,Right arm Medium,,
RW Taylor (ENG),https://www.espncricinfo.com/ci/content/player/21494.html,1973-1984,27,17,7,130,26*,13,312,41.66,0,0,2,"July 17, 1941, Stoke-on-Trent, Staffordshire",83y 12d,Right hand Bat,Right arm Medium,Wicketkeeper Batter,
RJ Trott (BER),https://www.espncricinfo.com/ci/content/player/267454.html,2007-2009,11,10,4,130,48*,21.66,249,52.2,0,0,1,"September 08, 1987, Bermuda",36y 325d,Right hand Bat,Right arm Offbreak,Bowler,
TJ Zoehrer (AUS),https://www.espncricinfo.com/ci/content/player/8468.html,1986-1994,22,15,3,130,50,10.83,183,71.03,0,1,2,"September 25, 1961, Armadale, Perth, Western Australia",62y 308d,Right hand Bat,Legbreak Googly,Wicketkeeper Batter,
KTGD Prasad (SL),https://www.espncricinfo.com/ci/content/player/50163.html,2006-2015,24,12,6,129,31*,21.5,146,88.35,0,0,1,"May 30, 1983, Ragama",41y 60d,Right hand Bat,Right arm Fast medium,Bowler,
D Ravu (PNG),https://www.espncricinfo.com/ci/content/player/1122557.html,2017-2022,18,17,7,129,38*,12.9,197,65.48,0,0,4,"May 03, 1994, Lae (Morobe)",30y 87d,Right hand Bat,Right arm Medium fast,Bowler,
FC Hayes (ENG),https://www.espncricinfo.com/ci/content/player/14106.html,1973-1975,6,6,1,128,52,25.6,235,54.46,0,1,0,"December 06, 1946, Preston, Lancashire",77y 236d,Right hand Bat,Right arm Medium,,
DT Hondo (ZIM),https://www.espncricinfo.com/ci/content/player/55509.html,2001-2005,56,29,12,127,17,7.47,249,51,0,0,4,"July 07, 1979, Bulawayo",45y 22d,Right hand Bat,Right arm Fast medium,Bowler,
TE Jesty (ENG),https://www.espncricinfo.com/ci/content/player/15511.html,1983-1983,10,10,4,127,52*,21.16,182,69.78,0,1,2,"June 02, 1948, Gosport, Hampshire",76y 57d,Right hand Bat,Right arm Medium,,5ft 9in
PHKD Mendis (SL),https://www.espncricinfo.com/ci/content/player/784373.html,2019-2022,7,7,1,127,57,21.16,214,59.34,0,1,0,"September 30, 1998, Galle",25y 303d,Left hand Bat,"Right arm Offbreak, Slow Left arm Orthodox",Allrounder,
A Nel (SA),https://www.espncricinfo.com/ci/content/player/46569.html,2001-2008,79,22,12,127,30*,12.7,166,76.5,0,0,2,"July 15, 1977, Germiston, Transvaal",47y 14d,Right hand Bat,Right arm Fast medium,Bowler,
B Sai Sudharsan (IND),https://www.espncricinfo.com/ci/content/player/1151288.html,2023-2023,3,3,1,127,62,63.5,142,89.43,0,2,0,"October 15, 2001, Chennai",22y 288d,Left hand Bat,Legbreak,Top order Batter,
Yasir Shah (PAK),https://www.espncricinfo.com/ci/content/player/43685.html,2011-2019,25,13,6,127,32*,18.14,149,85.23,0,0,2,"May 02, 1986, Swabi, North-West Frontier Province (now Khyber Pakhtunkhwa)",38y 88d,Right hand Bat,Legbreak Googly,Bowler,
Dhiman Ghosh (BAN),https://www.espncricinfo.com/ci/content/player/56208.html,2008-2008,14,12,3,126,30,14,201,62.68,0,0,3,"November 23, 1987, Dinajpur, Bangladesh",36y 249d,Right hand Bat,,Wicketkeeper Batter,
N Dutta (CAN),https://www.espncricinfo.com/ci/content/player/348135.html,2013-2024,7,6,2,126,56,31.5,202,62.37,0,1,1,"October 13, 1994, Kuwait City, Kuwait",29y 290d,Right hand Bat,Right arm Offbreak,Bowler,
M Kartik (IND),https://www.espncricinfo.com/ci/content/player/30049.html,2002-2007,37,14,5,126,32*,14,178,70.78,0,0,1,"September 11, 1976, Madras (now Chennai), Tamil Nadu",47y 322d,Left hand Bat,Slow Left arm Orthodox,Bowler,6ft
CE McConchie (NZ),https://www.espncricinfo.com/ci/content/player/526021.html,2023-2023,6,5,2,126,64*,42,127,99.21,0,1,0,"January 12, 1992, Christchurch",32y 199d,Right hand Bat,Right arm Offbreak,Allrounder,
A Nao (PNG),https://www.espncricinfo.com/ci/content/player/524247.html,2017-2023,26,20,10,126,46,12.6,134,94.02,0,0,1,9-Dec-93,30y 233d,Right hand Bat,Right arm Medium,Bowler,
TRO Payne (WI),https://www.espncricinfo.com/ci/content/player/52672.html,1984-1987,7,4,0,126,60,31.5,240,52.5,0,1,0,"February 13, 1957, Foul Bay, St Philip, Barbados",,Left hand Bat,,,
CP Senanayake (SL),https://www.espncricinfo.com/ci/content/player/50426.html,1990-1991,7,7,0,126,27,18,211,59.71,0,0,1,"December 19, 1962, Colombo",61y 223d,Left hand Bat,Right arm Medium,,
JR Hazlewood (AUS),https://www.espncricinfo.com/ci/content/player/288284.html,2010-2024,86,32,25,125,23*,17.85,137,91.24,0,0,3,"January 08, 1991, Tamworth, New South Wales",33y 203d,Left hand Bat,Right arm Fast medium,Bowler,1.96 m
PA Jaques (AUS),https://www.espncricinfo.com/ci/content/player/6060.html,2006-2007,6,6,0,125,94,20.83,176,71.02,0,1,1,"May 03, 1979, Wollongong, New South Wales",45y 87d,Left hand Bat,Left arm Medium,Opening Batter,1.83 m
MC Sorensen (IRE),https://www.espncricinfo.com/ci/content/player/531953.html,2013-2016,13,8,2,125,31,20.83,155,80.64,0,0,0,"November 18, 1985, Johannesburg",38y 254d,Right hand Bat,Right arm Fast medium,Bowler,
CA Young (IRE),https://www.espncricinfo.com/ci/content/player/364343.html,2014-2024,45,24,12,125,40*,10.41,157,79.61,0,0,5,"April 04, 1990, Londonderry, Ireland",34y 116d,Right hand Bat,Right arm Fast medium,Bowler,
AIC Dodemaide (AUS),https://www.espncricinfo.com/ci/content/player/4964.html,1988-1993,24,16,7,124,30,13.77,159,77.98,0,0,1,"October 05, 1963, Williamstown, Melbourne, Victoria",60y 298d,Right hand Bat,Right arm Fast medium,Bowler,
A Maregwede (ZIM),https://www.espncricinfo.com/ci/content/player/55573.html,2003-2005,11,11,1,124,37,12.4,218,56.88,0,0,1,"August 05, 1981, Harare",42y 359d,Right hand Bat,,,
JA Samarasekera (UAE),https://www.espncricinfo.com/ci/content/player/25544.html,1994-1996,7,6,2,124,47*,31,215,57.67,0,0,0,"February 22, 1968, Colombo, Ceylon",56y 158d,Right hand Bat,Right arm Medium fast,,
M van Jaarsveld (SA),https://www.espncricinfo.com/ci/content/player/47700.html,2002-2004,11,7,1,124,45,20.66,169,73.37,0,0,1,"June 18, 1974, Klerksdorp, Transvaal",50y 41d,Right hand Bat,"Right arm Medium, Right arm Offbreak",Top order Batter,6ft 2in
LR Williams (WI),https://www.espncricinfo.com/ci/content/player/53233.html,1996-2001,15,13,2,124,41,11.27,186,66.66,0,0,2,"December 12, 1968, Jamaica",,Right hand Bat,Right arm Medium,,
Ziaur Rahman (BAN),https://www.espncricinfo.com/ci/content/player/56167.html,2013-2014,13,11,0,124,41,11.27,110,112.72,0,0,3,2-Dec-86,37y 240d,Right hand Bat,Right arm Fast medium,Allrounder,
CD de Lange (SCOT),https://www.espncricinfo.com/ci/content/player/44851.html,2016-2017,13,10,4,123,26*,20.5,200,61.5,0,0,0,"February 11, 1981, Bellville, Cape Province",,Right hand Bat,Slow Left arm Orthodox,Bowling Allrounder,
GA Paterson (ZIM),https://www.espncricinfo.com/ci/content/player/55684.html,1983-1987,10,10,0,123,27,12.3,327,37.61,0,0,1,"June 09, 1960, Salisbury (now Harare)",64y 50d,Right hand Bat,,,
J Arun Lal (IND),https://www.espncricinfo.com/ci/content/player/26295.html,1982-1989,13,13,0,122,51,9.38,232,52.58,0,1,4,"August 01, 1955, Moradabad, Uttar Pradesh",68y 363d,Right hand Bat,Right arm Medium,Opening Batter,
RL Bhudia (KENYA),https://www.espncricinfo.com/ci/content/player/24773.html,2008-2009,5,5,0,122,47,24.4,124,98.38,0,0,0,"November 22, 1984, Bhuj, India",39y 250d,Right hand Bat,Right arm Medium,Bowler,
CRM Douglas (BER),https://www.espncricinfo.com/ci/content/player/307449.html,2008-2008,2,2,0,122,69,61,218,55.96,0,2,0,"November 20, 1989, Bermuda",34y 252d,Left hand Bat,Right arm Offbreak,Opening Batter,
LH Ferguson (NZ),https://www.espncricinfo.com/ci/content/player/493773.html,2016-2023,65,30,13,122,19,7.17,236,51.69,0,0,4,"June 13, 1991, Auckland",33y 46d,Right hand Bat,Right arm Fast,Bowler,
Mahedi Hasan (BAN),https://www.espncricinfo.com/ci/content/player/833087.html,2021-2023,11,10,2,122,29*,15.25,188,64.89,0,0,0,"December 12, 1994, Khulna",29y 230d,Right hand Bat,Right arm Offbreak,Allrounder,5ft 6in
B Muzarabani (ZIM),https://www.espncricinfo.com/ci/content/player/827051.html,2018-2024,48,36,13,122,17*,5.3,253,48.22,0,0,12,"October 02, 1996, Harare",27y 301d,Right hand Bat,Right arm Fast medium,Bowler,
BA Parchment (WI),https://www.espncricinfo.com/ci/content/player/52687.html,2007-2008,7,7,0,122,48,17.42,217,56.22,0,0,0,"June 24, 1982, St Elizabeth, Jamaica",42y 35d,Right hand Bat,Right arm Offbreak,Bowler,
B Evans (ZIM),https://www.espncricinfo.com/ci/content/player/696127.html,2022-2023,15,13,3,121,33*,12.1,150,80.66,0,0,1,24-Mar-97,27y 127d,Right hand Bat,Right arm Fast,Allrounder,
SK Gupta (KENYA),https://www.espncricinfo.com/ci/content/player/24694.html,1996-2001,10,10,1,121,41,13.44,220,55,0,0,3,"April 07, 1967, Nairobi",57y 113d,Right hand Bat,,,
GJAF Aponso (NED),https://www.espncricinfo.com/ci/content/player/24857.html,1996-1996,5,4,0,120,58,30,247,48.58,0,1,0,"October 28, 1952, Colombo, Ceylon",71y 275d,Left hand Bat,Right arm Offbreak,Top order Batter,
L Balaji (IND),https://www.espncricinfo.com/ci/content/player/26829.html,2002-2009,30,16,6,120,21*,12,152,78.94,0,0,2,"September 27, 1981, Madras (now Chennai), Tamil Nadu",42y 306d,Right hand Bat,Right arm Medium fast,Bowler,
Riaz Hassan (AFG),https://www.espncricinfo.com/ci/content/player/1061090.html,2022-2023,5,4,0,120,50,30,192,62.5,0,1,0,"July 09, 2002, Nangarhar",22y 20d,Right hand Bat,,Batter,
Shahid Mahboob (PAK),https://www.espncricinfo.com/ci/content/player/42644.html,1982-1984,10,6,1,119,77,23.8,194,61.34,0,1,1,"August 25, 1962, Karachi, Sind",61y 339d,Right hand Bat,Right arm Fast medium,,
